Participant,GoodBad,Angle1,Angle2,Angle3
1,2,0.019782,105.8465,22.925074
1,2,13.789566,98.8198,22.725309
1,2,16.433733,97.1342,22.738382
1,2,21.28463,94.5611,22.753468
1,2,23.909893,92.8889,22.787607
1,2,26.345896,91.4061,22.849575
1,2,28.79563,89.877,22.895491
1,2,27.763865,89.8362,22.950644
1,2,26.934179,89.9175,22.977297
1,2,26.628927,89.8301,23.03763
1,2,25.681107,90.1736,23.069818
1,2,24.402458,90.5596,23.095219
1,2,22.386709,91.2608,23.126316
2,0,28.304743,91.7815,0.019782
2,0,28.22678,91.7989,0
2,0,28.456793,91.5382,0.154505
2,0,28.398823,91.5101,0.337462
2,0,28.114765,91.5937,0.441905
2,0,27.403341,91.7662,0.568551
2,0,27.096006,91.6881,0.626513
2,0,26.100142,91.9404,0.698296
2,0,24.593046,92.4746,0.818288
2,0,23.588732,92.8573,0.949563
2,0,23.179117,92.9742,0.954496
2,0,22.101433,93.4955,1.039105
2,0,20.472223,94.4115,1.102161
2,0,17.835161,96.0557,1.126917
2,0,15.556769,97.8215,1.145688
2,0,14.317081,99.2806,1.19763
2,0,9.825111,102.4238,1.26872
2,0,4.843956,105.7799,1.343046
2,0,0,108.8821,1.370451
2,0,0.019782,109.3037,1.485562
2,0,0,109.4486,1.645919
2,0,0.019782,109.076,1.706168
2,0,0,108.5549,1.733816
2,0,0.019782,108.0463,1.765249
2,0,0.019782,107.5457,1.769899
2,0,0,106.9611,1.762808
2,0,0,106.4108,1.739451
2,0,0,105.6309,1.758139
2,0,0,104.8825,1.777402
2,0,0.019782,104.0382,1.78805
2,0,0,103.1059,1.818008
2,0,0,101.9461,1.902692
2,0,0,100.9074,1.976353
2,0,0.019782,99.8024,2.053666
2,0,0,98.7905,2.14238
2,0,0.019782,97.7775,2.275291
2,0,0.019782,96.8294,2.370338
2,0,0,96.0005,2.483252
2,0,0,95.4546,2.555352
2,0,0.027976,94.9519,2.659327
2,0,0,94.5149,2.709566
2,0,0,94.0828,2.733088
2,0,0,93.4701,2.794213
2,0,0,92.7166,2.804771
2,0,0,92.2016,2.81807
2,0,0,92.0215,2.83103
2,0,0,92.062,2.81369
2,0,0,92.1494,2.820847
2,0,0,92.0312,2.829508
2,0,0.027976,91.9613,2.813899
2,0,0,92.1518,2.824522
2,0,0,92.4467,2.841244
2,0,0.027976,92.628,2.922216
2,0,0.019782,92.7778,2.972823
2,0,0,92.9804,3.012659
2,0,0.019782,93.1905,3.051718
2,0,0,93.4076,3.153495
2,0,0,93.6633,3.223915
2,0,0,93.8454,3.298534
2,0,0.027976,93.8895,3.41369
2,0,0,93.8197,3.493343
2,0,0,93.791,3.554185
2,0,0.027976,93.8633,3.611729
2,0,0,93.8939,3.618553
2,0,0.019782,93.8038,3.612054
2,0,0,93.6805,3.623257
2,0,0.027976,93.7885,3.602827
2,0,0,93.8458,3.551926
2,0,0,93.8175,3.508833
2,0,0.019782,93.8461,3.493679
2,0,0,93.7961,3.48324
2,0,0,93.5678,3.4948
2,0,0,93.4538,3.526589
2,0,0,93.3282,3.519587
2,0,0,93.1644,3.525423
2,0,0.019782,93.1637,3.578233
2,0,0.027976,93.1553,3.564417
2,0,0,93.2949,3.570838
2,0,0,93.5671,3.605543
2,0,0,94.06,3.563758
2,0,0,94.7145,3.520476
2,0,0,95.2639,3.479247
2,0,0,95.7981,3.432678
2,0,0.019782,96.4576,3.400703
2,0,0.027976,97.1484,3.332605
2,0,0.027976,97.9497,3.308194
2,0,0,98.7553,3.272315
2,0,0,99.5272,3.194082
2,0,0,100.2887,3.166752
2,0,0,100.902,3.097688
2,0,0.019782,101.8323,3.101604
2,0,0.019782,102.8885,2.973482
2,0,0,103.6912,2.824661
2,0,0,104.5427,2.690573
2,0,0.019782,105.2506,2.54745
2,0,0,105.9129,2.378005
2,0,0,106.3063,2.238696
2,0,0,106.6702,2.027192
2,0,0,106.9896,1.967221
2,0,0.019782,107.1478,1.894342
2,0,0,107.2422,1.848962
2,0,0.019782,107.2747,1.701344
2,0,0,107.628,1.521099
2,0,0.027976,108.1239,1.353207
2,0,0,108.1759,1.17952
2,0,0.019782,107.9808,1.201219
2,0,0.027976,108.0783,1.171028
2,0,10.391975,102.9107,0.822581
2,0,7.125822,104.9235,0.48899
2,0,12.6666,101.8382,0.425666
2,0,16.755716,99.467,0.403968
2,0,21.321321,96.8511,0.340349
2,0,24.126106,95.0629,0.39217
2,0,25.747389,93.9312,0.440575
2,0,26.736927,93.0792,0.490588
2,0,27.140104,92.412,0.503966
2,0,26.63426,92.0905,0.514723
2,0,26.322254,92.0659,0.535954
2,0,27.487774,91.6149,0.56267
2,1,25.989035,95.7065,0.019782
2,1,25.871323,95.7543,0.019782
2,1,26.629673,95.3963,0.062557
2,1,27.295645,95.0647,0.081565
2,1,26.695065,95.2342,0.150658
2,1,27.059702,94.9033,0.25101
2,1,27.435459,94.6233,0.332791
2,1,27.096367,94.6609,0.45714
2,1,26.643995,94.8007,0.605549
2,1,24.634094,95.6854,0.768468
2,1,20.235369,97.9005,0.975985
2,1,16.732708,99.9115,1.218686
2,1,15.227902,101.0661,1.397318
2,1,15.148558,101.2611,1.688759
2,1,14.700834,101.6864,2.062604
2,1,12.474017,103.1493,2.388844
2,1,10.049271,104.7728,2.752002
2,1,7.803535,106.3112,3.183645
2,1,7.396161,106.5911,3.603588
2,1,7.790949,106.3832,4.031723
2,1,5.5576,107.4098,4.536823
2,1,0.019782,109.9681,5.133242
2,1,0.019782,109.5231,5.68982
2,1,0,108.9839,6.232782
2,1,0,108.7171,6.805674
2,1,0,108.4035,7.420211
2,1,0.027976,107.7854,8.027736
2,1,0,107.1057,8.625389
2,1,0,106.6418,9.225518
2,1,0,106.3852,9.855226
2,1,0,106.1188,10.429811
2,1,0,105.8184,10.999413
2,1,0,105.5186,11.59255
2,1,0,105.2062,12.169477
2,1,0.019782,104.8466,12.644763
2,1,0,104.4723,13.19519
2,1,0,104.0111,13.70126
2,1,0.019782,103.5211,14.196101
2,1,0.019782,102.9944,14.667868
2,1,0.019782,102.3076,15.109054
2,1,0.019782,101.8819,15.492818
2,1,0,101.5423,15.868301
2,1,0,101.2653,16.197069
2,1,0,101.0037,16.50835
2,1,0,100.7784,16.79001
2,1,0,100.6623,17.036142
2,1,0,100.5546,17.302113
2,1,0,100.4396,17.544558
2,1,0.019782,100.2761,17.773767
2,1,0.019782,100.0487,18.016243
2,1,0.027976,99.7875,18.233747
2,1,0,99.7196,18.44519
2,1,0.019782,99.8037,18.600655
2,1,0.027976,99.7859,18.649599
2,1,0,99.088,19.615156
2,1,0.019782,98.9405,19.739286
2,1,0,98.8038,19.860291
2,1,0.019782,98.7244,19.966093
2,1,0.027976,98.6513,19.959471
2,1,0,98.5078,20.010691
2,1,0,98.3557,19.982168
2,1,0.027976,98.2586,19.938341
2,1,0,98.2553,19.871464
2,1,0.027976,98.169,19.829647
2,1,0,98.0991,19.777977
2,1,0.019782,97.9493,19.693378
2,1,0,97.8833,19.630836
2,1,0,97.8337,19.498003
2,1,0.027976,97.8256,19.38023
2,1,0,97.747,19.22772
2,1,0,97.7028,19.037258
2,1,0,97.6133,18.742788
2,1,0,97.5109,18.427511
2,1,0,97.3872,18.074596
2,1,0,97.4769,17.71176
2,1,0.027976,97.6096,17.258553
2,1,0,97.7757,16.785448
2,1,0.019782,98.0901,16.300301
2,1,0,98.3955,15.850181
2,1,0.019782,98.8067,15.3235
2,1,0.019782,99.1713,14.765398
2,1,0,99.6669,14.161665
2,1,0.019782,100.1421,13.498817
2,1,0,100.665,12.870429
2,1,0,101.2455,12.202966
2,1,0,101.9748,11.502353
2,1,0,102.7185,10.840991
2,1,0.019782,103.4355,10.180393
2,1,0.019782,104.0905,9.600399
2,1,0.019782,104.8714,8.852261
2,1,0.019782,105.5619,8.202934
2,1,0,106.3073,7.547745
2,1,0,107.1505,6.951893
2,1,0,108.0708,6.463686
2,1,0.019782,108.9733,5.933428
2,1,0,109.7685,5.402435
2,1,0,110.6192,4.941257
2,1,0,111.3636,4.520994
2,1,0,111.9577,4.036141
2,1,0.027976,112.5012,3.634265
2,1,0,112.9373,3.268244
2,1,0,113.3354,2.870444
2,1,0,113.7253,2.540294
2,1,0.019782,113.9769,2.241928
2,1,0,114.2082,1.984851
2,1,0,114.3579,1.546616
2,1,5.530949,111.4074,1.278094
2,1,9.522663,109.2623,1.087865
2,1,12.368945,107.6152,0.981583
2,1,14.928862,106.1305,0.830866
2,1,15.893636,105.3851,0.723887
2,1,17.107685,104.3161,0.895037
2,1,18.69231,102.8151,0.885365
2,1,20.676243,101.3218,0.853863
2,1,22.497602,100.0544,0.791547
2,1,23.627157,99.2579,0.704989
2,1,24.656975,98.4923,0.642853
2,1,25.564291,97.841,0.574031
2,1,26.453228,97.2676,0.471884
2,1,27.083895,96.7562,0.367973
2,1,27.418037,96.3042,0.301316
2,1,28.045296,95.726,0.246288
2,1,28.81069,94.715,0.319594
2,1,29.521814,94.0092,0.437902
2,1,30.54035,93.2116,0.575393
2,1,31.176441,92.5955,0.607163
2,1,30.289761,92.7999,0.63211
2,1,28.533737,93.5748,0.675506
2,2,0,102.5848,0
2,2,0,102.696,0.137056
2,2,0,102.6289,0.329838
2,2,0.019782,102.5181,0.525632
2,2,0.019782,102.4294,0.810359
2,2,0,102.4527,1.079922
2,2,0.027976,102.4933,1.224772
2,2,0.027976,102.4789,1.364297
2,2,0,102.4935,1.56673
2,2,0.019782,102.5012,1.781581
2,2,0,102.6122,1.960145
2,2,0.019782,102.7074,2.183371
2,2,0,103.0269,2.43534
2,2,0.019782,103.4318,2.711011
2,2,0.019782,103.9407,2.949288
2,2,0.019782,104.5307,3.36383
2,2,0,104.9682,3.851377
2,2,0.019782,104.9402,4.792237
2,2,0.019782,105.3008,5.354085
2,2,0,105.5246,6.054434
2,2,0.027976,105.6906,6.75366
2,2,0,105.9114,7.527906
2,2,0,106.0591,8.394004
2,2,0,106.1456,9.360088
2,2,0,106.9942,8.922027
2,2,0,107.519,9.374943
2,2,0,107.8726,10.256798
2,2,0,108.0501,11.140105
2,2,0.027976,108.3287,12.082825
2,2,0.027976,109.7301,11.477837
2,2,0.019782,109.9644,12.007529
2,2,0,110.5075,12.7534
2,2,0,110.5979,13.536336
2,2,0,110.6071,14.287
2,2,0.027976,110.3221,15.143734
2,2,0,110.1175,15.913901
2,2,0,109.941,16.676558
2,2,0.019782,109.7583,17.318813
2,2,0.019782,109.2676,17.978388
2,2,0.019782,108.8977,18.66272
2,2,0,108.4527,19.382051
2,2,0,107.9678,20.089464
2,2,0,108.159,21.009245
2,2,0.019782,107.8434,21.420053
2,2,0,107.6344,22.403498
2,2,0,107.4831,22.992514
2,2,0,107.2197,23.673765
2,2,0.019782,107.0139,24.482647
2,2,0,106.4105,25.322495
2,2,0,105.8749,25.987141
2,2,0,105.4263,26.67981
2,2,0.027976,104.8949,27.360458
2,2,0,104.3577,27.778236
2,2,0,103.8043,28.120872
2,2,0,103.0473,28.430687
2,2,0.027976,102.332,28.722162
2,2,0.019782,101.9586,28.915356
2,2,0,101.7663,29.113735
2,2,0,101.5982,29.295652
2,2,0,101.2662,29.429928
2,2,0.027976,101.1574,29.365614
2,2,0,101.1465,29.385715
2,2,0.019782,101.0605,29.356924
2,2,0,101.0085,29.259138
2,2,0,101.2718,29.250597
2,2,0,101.2856,29.178608
2,2,0,101.7126,29.037239
2,2,0,101.7762,28.629999
2,2,0,102.0148,28.221668
2,2,0.027976,102.4465,27.795115
2,2,0,102.6737,27.307384
2,2,0,103.0632,26.782558
2,2,0,103.2588,26.333273
2,2,0,103.6097,25.609894
2,2,0.019782,103.9252,24.885584
2,2,0,104.1734,24.147461
2,2,0,104.3668,23.364189
2,2,0,104.5181,22.498343
2,2,0.019782,104.8942,21.576227
2,2,0,105.4585,20.593447
2,2,0.027976,106.074,19.610029
2,2,0,106.7264,18.571886
2,2,0,107.3862,17.568491
2,2,0.027976,108.3396,16.565739
2,2,0.019782,109.2225,15.589283
2,2,0,109.9301,14.437181
2,2,0.019782,110.8558,13.439436
2,2,0,111.6413,12.481635
2,2,0,112.2872,11.590324
2,2,0.019782,112.6749,10.711529
2,2,0,113.0825,9.911274
2,2,0,112.9822,8.266597
2,2,0,112.9121,6.659174
2,2,0.019782,112.953,6.064302
2,2,0.019782,112.9855,5.65267
2,2,0.019782,113.0514,5.253408
2,2,0.019782,112.9377,4.981181
2,2,0.027976,112.9684,4.80216
2,2,0.019782,112.5006,4.739624
2,2,0.019782,112.1519,4.770235
2,2,0,111.6119,4.825316
2,2,0,111.1307,4.998457
2,2,0,110.5318,5.227571
2,2,0,109.7237,5.444493
2,2,0.019782,109.0994,5.76446
2,2,0,108.4793,6.077574
2,2,0,107.7745,6.378918
2,2,0,107.3127,6.686859
3,0,29.557327,91.6638,0.019782
3,0,29.453974,91.6835,0.059347
3,0,29.36652,91.6946,0.111906
3,0,28.393221,92.025,0.193827
3,0,27.764618,92.2332,0.253338
3,0,27.12318,92.4931,0.312787
3,0,26.090904,92.9176,0.372728
3,0,24.715668,93.3465,0.418714
3,0,23.908495,93.5526,0.460976
3,0,22.929886,93.9163,0.498108
3,0,22.376459,94.1692,0.505517
3,0,17.608454,96.2983,0.545364
3,0,11.945139,99.0631,0.600031
3,0,10.811719,99.9051,0.6318
3,0,13.181959,98.9711,0.685855
3,0,11.76395,100.1742,0.747296
3,0,8.427066,102.3534,0.818049
3,0,0.019782,107.456,0.8623
3,0,0.019782,107.9981,0.955521
3,0,0,108.4727,1.085524
3,0,0.027976,109.1465,1.213214
3,0,0,109.224,1.302962
3,0,0,109.2349,1.407643
3,0,0,109.1286,1.528159
3,0,0,108.8434,1.671169
3,0,0.019782,108.4208,1.811537
3,0,0,107.8646,1.944004
3,0,0,107.2919,2.069519
3,0,0.019782,106.6341,2.183999
3,0,0.019782,105.8104,2.376852
3,0,0,104.8648,2.551212
3,0,0,104.0506,2.686568
3,0,0,103.0434,2.74124
3,0,0,101.7462,2.801419
3,0,0,100.6796,2.867784
3,0,0.019782,99.9383,2.929241
3,0,0,99.2761,2.983209
3,0,0,98.5738,3.044783
3,0,0,97.9951,3.072687
3,0,0,97.3203,3.117469
3,0,0,96.6006,3.135877
3,0,0,95.7332,3.130566
3,0,0,95.1866,3.12775
3,0,0,94.9223,3.120356
3,0,0,94.8735,3.077271
3,0,0,94.8234,3.188745
3,0,0.019782,94.8665,3.318771
3,0,0,94.952,3.326843
3,0,0.027976,95.0257,3.323369
3,0,0.019782,94.9196,3.304583
3,0,0.019782,94.9357,3.298949
3,0,0,95.1183,3.268783
3,0,0.019782,95.0738,3.28694
3,0,0,95.3749,3.347903
3,0,0.019782,95.6312,3.360802
3,0,0.019782,95.8212,3.417358
3,0,0.019782,96.1285,3.483802
3,0,0.019782,96.2833,3.512068
3,0,0.027976,96.3972,3.543316
3,0,0,96.4081,3.619581
3,0,0.019782,96.506,3.701475
3,0,0,96.6467,3.79674
3,0,0,96.6805,3.851275
3,0,0,96.6649,3.83839
3,0,0.019782,96.6778,3.917167
3,0,0.027976,96.6654,3.972319
3,0,0.019782,96.6448,4.001202
3,0,0,96.4804,4.030266
3,0,0,96.3972,4.067268
3,0,0.019782,96.2829,4.069867
3,0,0.019782,96.1569,4.047672
3,0,0,95.9621,4.058881
3,0,0.027976,95.8098,4.083989
3,0,0.019782,95.6208,4.040215
3,0,0,95.407,3.934625
3,0,0,95.166,3.816749
3,0,0,94.9421,3.753846
3,0,0,94.877,3.702268
3,0,0.027976,94.8349,3.669118
3,0,0,94.8258,3.668851
3,0,0,94.8123,3.650607
3,0,0.019782,94.7687,3.643681
3,0,0.019782,94.7217,3.656716
3,0,0.019782,94.7335,3.710615
3,0,0,94.8413,3.792095
3,0,0,94.9506,3.869283
3,0,0,95.0177,3.871914
3,0,0,95.3816,3.872672
3,0,0.019782,95.7695,3.831701
3,0,0.027976,96.2954,3.815826
3,0,0,96.9136,3.722733
3,0,0.027976,97.4451,3.654841
3,0,0.027976,97.9122,3.545967
3,0,0.019782,98.2346,3.3894
3,0,0,98.7489,3.259546
3,0,0,99.3985,3.035703
3,0,0,100.316,2.981766
3,0,0.019782,101.1174,2.850599
3,0,0,101.9499,2.698999
3,0,0,103.0121,2.495753
