Participant,GoodBad,Angle1,Angle2,Angle3,Angle4
1,2,54.5271,53.1908,85.0822,69.8381
1,2,59.4682,57.4584,74.5046,60.9342
1,2,65.4643,62.6498,64.4131,51.3156
1,2,73.7813,68.7374,51.4174,40.5812
1,2,83.4202,73.7276,36.9361,33.5192
1,2,93.7783,79.3027,21.6817,31.7062
1,2,99.8184,81.8956,13.8177,33.4112
1,2,99.762,82.6144,12.7459,34.225
1,2,98.6164,82.9835,13.2409,34.3815
1,2,98.9553,82.4241,13.0593,33.2108
1,2,99.4047,82.3518,12.7966,32.8347
1,2,98.9729,82.0977,13.0178,32.2453
1,2,98.0437,81.4651,13.4362,31.1659
1,2,97.9107,81.4571,13.5962,30.9854
1,2,97.6111,81.4727,13.7812,30.8623
1,2,97.5723,81.0621,13.7763,30.1472
1,2,96.9588,80.4224,14.0057,29.0269
1,2,96.3119,79.9329,13.9122,28.0464
1,2,95.8068,79.076,13.7181,26.5838
1,2,95.1017,76.9037,13.5863,23.7022
1,2,94.7283,75.4578,13.1866,21.489
1,2,94.3308,74.2916,12.9488,19.3613
1,2,93.1834,72.0274,13.0876,16.5826
1,2,91.9878,70.2736,13.466,14.5522
1,2,90.2614,67.9963,14.0732,12.081
1,2,88.279,66.0251,15.1494,10.2213
1,2,85.8082,64.7128,17.1481,7.4711
1,2,84.1296,64.2263,17.9604,5.5321
1,2,81.6243,61.7557,18.4139,6.3499
1,2,79.5438,60.03,19.6097,9.3314
1,2,76.9134,58.6078,21.6149,12.7184
1,2,73.8743,56.7678,24.1711,16.8143
1,2,71.0002,54.4117,26.888,21.1562
1,2,68.0672,51.2818,29.8259,26.6736
1,2,66.067,49.2921,31.8648,30.0417
1,2,62.7002,46.4737,35.441,34.8304
1,2,59.7967,43.439,38.2769,39.415
1,2,56.6997,39.6044,41.2275,44.3727
1,2,53.5915,34.9197,44.4448,50.1775
