Participant,GoodBad,Angle1,Angle2,Angle3,Angle4
5,2,49.7499,37.8888,52.1727,47.765
5,2,51.3751,38.8763,51.3352,47.25
5,2,53.1201,39.8559,50.4154,46.8439
5,2,54.4266,40.9522,49.8799,46.2563
5,2,56.0297,42.4894,49.4727,45.611
5,2,57.5759,43.7343,49.1087,45.5888
5,2,59.0471,44.7532,48.7191,45.8301
5,2,60.503,46.0935,48.5613,45.9482
5,2,61.5705,47.2553,48.6948,46.0496
5,2,62.8516,48.5548,48.8496,46.5157
5,2,64.1007,49.9167,48.7622,46.86
5,2,64.9193,50.6861,48.606,47.1612
5,2,66.3245,52.1565,48.4904,47.9862
5,2,67.2125,53.3186,48.586,48.7127
5,2,67.8482,54.3538,48.3957,49.2582
5,2,68.561,55.0736,47.762,49.8305
5,2,69.2242,55.6537,47.0998,50.254
5,2,69.1684,56.287,47.0743,50.1342
5,2,69.2501,56.6093,46.7081,50.3369
5,2,69.2937,56.5806,46.0882,50.7192
5,2,68.9739,56.5107,46.1619,50.68
5,2,68.3645,56.6791,46.3802,50.4495
5,2,68.4475,56.7151,46.1905,50.5443
5,2,68.6947,56.5745,45.9779,50.6835
5,2,68.6436,56.564,45.9479,50.8857
5,2,68.6158,56.7267,45.8071,50.906
5,2,68.599,56.8379,45.7503,50.791
5,2,68.6076,56.875,45.6889,51.0068
5,2,68.6437,56.8425,45.6477,51.3145
5,2,68.3562,56.6518,45.8596,52.734
5,2,69.2051,55.2209,44.4314,56.7011
5,2,70.4297,52.2955,41.718,64.4043
5,2,69.1598,48.81,43.3363,75.2941
5,2,60.5364,46.8905,57.0243,84.2707
5,2,50.2133,45.6892,79.7957,95.6317
5,2,48.5241,46.0396,97.4002,106.7428
5,2,48.9613,47.6122,112.0925,119.9039
5,2,50.4679,51.7063,123.3013,136.4246
5,2,51.7641,52.242,130.3054,145.3164
5,2,52.3688,51.2833,133.9635,148.7269
5,2,53.65,52.7447,137.8446,151.0274
5,2,55.4572,53.1277,140.1035,151.6702
5,2,54.7412,52.7208,138.4747,153.0875
5,2,53.1851,52.0882,136.6626,153.0983
5,2,52.6673,51.4462,135.9407,151.6592
5,2,52.6052,51.5607,135.8588,149.6244
5,2,51.4971,50.629,134.7084,144.753
5,2,49.0823,48.2111,131.1426,134.6059
5,2,45.8588,47.9378,123.1252,125.0902
5,2,43.7627,46.8319,114.6193,118.6646
5,2,43.631,45.8974,99.5934,113.9832
5,2,52.0578,48.3871,75.215,104.6944
5,2,64.6026,51.3466,54.1656,87.1259
5,2,74.6157,55.9997,39.3547,69.0508
5,2,81.4121,62.1085,28.829,55.2454
5,2,90.8225,69.7641,15.3006,39.5176
5,2,99.0892,76.1447,6.9893,32.7351
5,2,104.3991,82.2965,9.0987,35.0116
5,2,100.9687,84.4859,4.9067,38.1578
5,2,100.016,82.9915,3.7365,35.4829
5,2,101.7998,83.8036,4.331,36.3554
5,2,101.1258,83.2872,3.5844,35.4343
5,2,100.241,82.3666,3.27,33.5577
5,2,99.9999,82.4724,3.4004,33.11
5,2,98.9055,82.2839,4.0894,32.8127
5,2,95.7977,79.1523,7.9777,30.3951
5,2,87.806,73.5612,19.2389,30.3682
5,2,78.3828,67.7862,33.6425,36.19
5,2,69.0571,61.5864,49.5577,46.7104
5,2,61.9126,56.6411,63.6916,58.6749
5,2,54.7375,53.4599,80.7828,72.5346
5,2,51.9647,52.3637,91.5685,83.2084
5,2,51.1238,51.8659,104.9288,104.5901
5,2,50.9468,52.7763,111.4136,118.7226
5,2,51.9419,54.1009,121.5288,134.8932
5,2,56.1777,50.9646,132.2306,138.3956
5,2,58.2095,48.566,134.8766,141.65
5,2,55.7909,50.6106,131.3414,148.2471
5,2,53.5543,49.3848,129.3616,147.0855
5,2,52.1059,49.2241,127.6648,147.0837
5,2,52.1489,49.1359,127.2442,147.1533
5,2,51.4976,48.5309,127.179,145.4964
5,2,51.9315,48.9181,127.7983,144.4892
5,2,51.4223,48.4828,127.6834,140.8641
5,2,48.468,46.8437,124.7154,132.4778
5,2,46.8961,46.2069,121.4912,126.4117
5,2,44.9163,44.9219,114.6157,114.9871
5,2,46.5101,45.3759,92.6914,99.1622
5,2,63.5083,49.4677,62.7872,81.5977
5,2,79.73,53.9995,39.2788,64.6861
5,2,91.4045,61.0769,22.8191,51.198
5,2,100.5203,71.0141,11.4156,38.9722
5,2,105.3444,80.8185,9.4593,34.5909
5,2,105.9121,92.0637,10.6181,44.1751
5,2,104.8078,90.8635,10.218,42.5172
5,2,105.157,86.7173,9.8418,36.8059
5,2,104.3829,88.542,9.6409,38.5009
5,2,104.297,87.3071,9.0124,36.9111
5,2,103.9649,86.1258,8.501,35.4739
5,2,103.1312,86.6306,8.6301,35.7118
5,2,102.7739,85.4948,8.6125,34.5944
5,2,102.3446,84.5364,8.6921,33.7923
5,2,101.8413,83.6541,8.7056,32.9927
5,2,99.8114,82.5002,9.4164,31.7168
5,2,97.919,81.052,9.8166,30.0518
5,2,95.2606,78.6636,10.3313,27.4711
5,2,94.3303,75.8216,10.4216,25.1632
5,2,93.4262,72.9555,10.6997,23.7628
5,2,90.6509,70.2834,12.1906,23.1129
5,2,89.0225,68.7448,13.375,22.0565
5,2,87.0976,67.7958,14.64,20.82
5,2,82.89,66.3984,18.5025,20.099
5,2,77.5938,64.9651,23.7069,19.8816
5,2,74.4531,63.3568,27.1699,19.4552
5,2,72.4864,61.6009,28.7983,19.4533
5,2,69.7373,60.1576,31.3223,19.339
5,2,67.3553,59.3523,33.9771,19.0213
5,2,64.3011,58.138,37.1841,19.8377
5,2,62.0075,56.8475,39.2021,21.8698
5,2,59.9946,55.1467,40.709,24.4526
5,2,56.7903,53.3844,43.2147,27.2771
5,2,54.2279,52.1796,45.3378,29.2136
5,2,51.8728,50.2135,47.2738,32.1858
5,2,49.9729,48.6496,48.7712,34.5875
5,2,46.4865,46.3588,51.3619,38.1111
5,2,42.0872,43.977,54.51,41.8593
5,2,39.5118,42.0989,56.2808,44.8184
5,2,36.4773,39.6216,58.0914,48.7341
5,2,33.4758,37.6264,59.8205,51.627
5,2,29.2542,34.4801,61.9421,55.8121
5,2,26.6242,32.0501,63.0342,58.9129
5,2,24.3513,30.1218,64.1358,61.1395
5,2,19.6131,27.3953,66.4959,64.2121
5,2,16.2564,26.5626,68.2816,65.599
5,2,13.7562,25.3623,69.9895,67.169
5,2,12.668,23.4205,71.037,69.1054
5,2,12.637,20.9777,71.885,71.0908
5,2,12.6851,17.9887,72.9626,73.2152
5,2,12.3338,14.5657,74.3111,75.4064
5,2,12.1667,10.5693,75.7633,77.6973
5,2,12.1474,8.2236,76.4847,78.9018
6,0,10.0261,14.9022,85.0293,92.0375
6,0,11.143,13.2837,85.4489,89.9576
6,0,11.1651,12.7548,85.4348,90.0533
6,0,11.1338,12.5992,85.4025,90.0157
6,0,11.2289,12.8112,85.4581,90.0448
6,0,11.1958,12.9285,85.3636,90.0408
6,0,11.1964,12.6374,85.3186,90.0917
6,0,11.3747,12.4943,85.4066,90.0456
6,0,11.4189,13.0349,85.3834,90.0325
6,0,11.4227,13.0677,85.3285,90.1134
6,0,11.4933,12.9402,85.3397,90.0986
6,0,11.4499,13.4231,85.2747,90.2118
6,0,11.4037,12.9039,85.2322,90.1849
6,0,11.3074,12.0824,85.2183,90.086
6,0,11.2211,11.5609,85.1167,90.1208
6,0,10.9735,11.7824,85.1837,89.9529
6,0,10.5902,12.4523,85.0668,89.8106
6,0,10.2244,13.0084,84.8636,89.8939
6,0,9.7216,13.0986,84.5772,90.0796
6,0,9.6072,13.933,84.6372,89.6257
6,0,10.1794,14.6715,84.7318,88.7039
6,0,11.4493,15.3436,85.067,88.4737
6,0,13.1988,16.7565,85.3737,88.2986
6,0,14.9189,18.2965,85.5256,88.6448
6,0,16.8418,20.3557,85.6269,89.3471
6,0,19.3889,22.743,85.7659,89.8063
6,0,22.1976,25.4139,86.3037,90.4762
6,0,24.3477,28.2919,86.5819,91.053
6,0,30.6334,31.5186,86.1349,91.3582
6,0,37.5543,34.8747,85.5743,92.1178
6,0,42.5413,38.1111,85.5551,93.1041
6,0,46.5978,41.5221,86.1379,93.9649
6,0,49.7986,44.8553,87.8344,94.739
6,0,52.7219,47.5061,89.5534,95.5909
6,0,55.2871,49.9398,90.4146,96.3392
6,0,57.6999,52.4419,90.3751,97.171
6,0,59.971,54.808,90.8913,98.7438
6,0,61.939,56.9253,92.2316,99.7042
6,0,63.8204,59.1759,93.5049,99.427
6,0,65.2576,60.8961,94.3011,99.1318
6,0,66.7723,62.463,94.9985,99.189
6,0,68.2361,63.3529,95.0184,99.8442
6,0,69.0896,63.8848,94.9531,100.5499
6,0,69.3732,64.431,95.104,100.8667
6,0,69.2593,64.4946,95.5233,101.193
6,0,68.9047,64.2268,96.293,102.0158
6,0,68.6033,64.1457,97.2768,102.8822
6,0,68.4507,64.3842,97.936,103.2886
6,0,68.5005,64.671,97.92,102.3882
6,0,68.5796,64.8982,97.4283,101.8828
6,0,68.6088,65.125,96.3652,101.619
6,0,68.6364,65.107,96.1119,101.6585
6,0,68.6991,65.0838,95.8601,101.0089
6,0,69.124,65.5032,94.0349,99.1815
6,0,70.1837,66.0218,89.4011,96.6771
6,0,71.6414,67.0298,82.8704,91.8631
6,0,72.716,68.321,77.7347,86.6793
6,0,73.3416,69.6242,73.6745,80.9228
6,0,73.5777,71.1482,70.2635,74.4082
6,0,73.3889,72.4505,66.1488,68.9574
6,0,73.215,73.5286,60.127,63.0008
6,0,73.3699,74.6427,52.814,56.4102
6,0,73.4629,75.5228,45.4353,50.0839
6,0,73.1876,75.904,39.2623,45.3816
6,0,72.6143,75.9905,32.9102,40.4927
6,0,72.0662,76.0969,27.8715,35.0569
6,0,71.8076,75.977,24.2175,29.8191
6,0,71.6103,75.4967,22.0579,24.3475
6,0,70.7826,75.2271,18.5657,15.5171
6,0,68.3635,75.1253,14.8505,6.9289
6,0,65.6392,73.5525,15.8848,6.9488
6,0,63.5899,71.8245,17.9191,8.5679
6,0,63.9929,71.9365,17.8015,8.0054
6,0,64.3898,72.4231,17.2592,7.2778
6,0,63.4912,70.7846,17.8881,8.3718
6,0,62.8794,69.2276,18.2532,9.3824
6,0,62.3804,68.4052,18.5912,10.0558
6,0,62.43,68.1868,18.3941,10.2162
6,0,62.8492,68.4303,17.9727,10.04
6,0,62.9502,68.2867,17.8603,10.324
6,0,63.0438,68.2026,17.6874,10.5418
6,0,63.0871,68.4489,17.5535,10.5589
6,0,63.0045,68.8756,17.5423,10.6436
6,0,63.1577,68.8935,17.4121,10.9851
6,0,63.3135,68.5789,17.4136,11.7354
6,0,63.2515,68.0146,19.0085,15.259
6,0,62.9936,67.5883,24.0836,22.1469
6,0,63.5185,67.7443,30.0158,30.1137
6,0,64.3652,68.0163,36.2168,34.0301
6,0,67.5776,68.3286,38.0282,43.8518
6,0,70.5628,68.2647,40.4175,56.0563
6,0,71.7907,68.1982,48.4465,70.9156
6,0,72.124,67.9028,59.3646,84.7325
6,0,72.6725,67.9099,69.0502,94.5098
6,0,73.4194,67.9767,78.3896,102.9098
6,0,73.4576,68.3433,86.1721,109.8785
6,0,72.9581,68.7967,93.2531,116.409
6,0,71.8354,69.135,100.9458,124.0185
6,0,70.767,69.9597,108.3905,131.3759
6,0,70.654,70.8137,114.6273,137.8827
6,0,70.4029,71.3897,120.8696,144.0481
6,0,69.6405,72.4033,127.086,151.3282
6,0,69.1609,73.0217,133.9624,156.3186
6,0,68.7686,73.3859,141.0645,160.7474
6,0,68.1352,74.0081,149.3367,167.2051
6,0,66.9568,74.0583,158.3367,171.6912
6,0,66.0576,73.4252,166.273,173.062
6,0,65.5716,72.9995,168.222,173.2605
6,0,64.8687,72.6263,168.0458,172.3664
6,0,64.6798,72.1166,167.8083,171.2213
6,0,64.2583,71.6745,166.7562,169.2913
6,0,63.6801,72.1188,165.8731,169.2051
6,0,63.808,72.247,165.9926,169.3815
6,0,64.0709,72.2665,166.0274,169.1017
6,0,64.0777,72.6598,166.039,169.5617
6,0,64.0465,72.4631,166.2651,169.5433
6,0,63.9702,72.0395,166.2945,169.1133
6,0,63.8222,72.2662,166.4709,169.4117
6,0,63.9691,72.2709,166.72,169.3782
6,0,64.0005,72.0223,166.6979,169.4079
6,0,63.7723,71.9162,166.5677,169.4068
6,0,63.7449,72.2727,166.6194,169.8502
6,0,63.7502,72.7192,166.8246,170.7539
6,0,63.6842,72.7123,167.1109,171.6078
6,0,63.7112,72.9421,167.6322,172.4885
6,0,63.7795,73.2588,168.1454,173.7392
6,0,64.3245,73.325,167.9264,175.412
6,0,65.4268,72.9091,164.1512,174.8799
6,0,66.8045,72.3641,158.2755,171.1277
6,0,68.3912,71.2764,150.6216,163.807
6,0,70.4801,71.2931,144.9887,158.821
6,0,72.292,71.1154,138.8891,158.9172
6,0,73.8179,69.5982,130.7092,149.1645
6,0,75.7869,67.7951,114.2615,127.6031
6,0,78.059,68.728,101.7439,116.8349
6,0,79.5428,68.3568,91.2571,106.2421
6,0,80.7368,69.3167,80.4991,97.825
6,0,81.8743,69.7564,72.8072,94.0878
6,0,81.9851,70.4164,66.7105,90.5618
6,0,81.4814,71.5363,62.2913,83.3825
6,0,80.119,74.1332,54.5825,69.4164
6,0,78.8692,75.3018,46.3341,59.6112
6,0,78.0988,75.3063,36.5619,52.4118
6,0,77.2157,75.3856,29.5133,43.6682
6,0,75.9595,75.1049,24.6747,35.5393
6,0,74.2162,73.6499,19.8548,29.2547
6,0,72.6577,73.2276,16.4641,21.3374
6,0,70.4538,73.6224,15.4661,13.0128
6,0,66.9322,72.9464,16.6897,10.5344
6,0,65.1685,72.1736,17.4621,11.1045
6,0,65.5839,72.3396,17.1722,9.562
6,0,64.9419,71.7015,17.878,9.7344
6,0,64.4267,71.0296,18.3997,10.3146
6,0,65.4695,69.9651,17.5753,10.5044
6,0,65.9971,68.8646,17.0036,11.2506
6,0,65.8112,68.048,16.9523,11.7254
6,0,65.6018,67.7115,16.8282,11.9802
6,0,64.8087,67.7611,17.3526,12.1898
6,0,64.5573,67.9386,17.5811,12.2968
6,0,64.7427,67.841,17.3668,12.4397
6,0,64.9264,67.419,17.1239,12.6447
6,0,64.8951,67.1396,17.0814,12.8731
6,0,64.8331,66.9597,17.2368,13.2342
6,0,65.1065,66.9169,17.2215,13.8106
6,0,65.6519,66.7555,17.856,15.5977
6,0,66.5434,67.6405,20.2608,16.9249
6,0,67.0487,68.1017,27.0017,21.8783
6,0,67.199,67.6774,36.8864,30.4732
6,0,67.7873,67.6054,45.0545,36.7828
6,0,68.2336,67.6793,50.4786,40.6934
6,0,68.748,68.0333,61.1751,49.1874
6,0,69.2048,67.9096,71.1205,59.5173
6,0,69.3989,67.7475,79.0614,69.0968
6,0,69.6048,67.8389,85.9536,78.924
6,0,70.3857,68.379,91.0582,88.607
6,0,71.0531,69.1832,95.967,95.3384
6,0,71.3848,69.4055,101.2714,102.8745
6,0,71.7101,69.9914,107.5344,111.8537
6,0,72.5321,70.7446,111.4921,119.4582
6,0,73.1117,71.449,115.2216,124.0422
6,0,72.732,71.8925,120.5198,127.9424
6,0,72.2405,72.3631,127.0753,133.1273
6,0,71.8938,73.1591,131.6402,140.3433
6,0,71.3767,74.0506,137.095,146.0579
6,0,70.59,74.4259,143.6371,152.9219
6,0,69.7317,74.6115,152.227,160.9581
6,0,68.934,75.1253,161.68,167.8914
6,0,67.7646,75.1352,169.8816,175.2164
6,0,68.1912,74.1232,170.0195,174.9017
6,0,67.7182,73.3075,169.2783,173.7483
6,0,67.0749,72.1065,168.1838,171.8541
6,0,67.8991,69.7804,168.2395,168.8096
6,0,68.2503,70.5349,168.6852,169.8919
6,0,67.9218,71.1685,168.6126,169.9546
6,0,67.7078,70.8653,168.5703,169.6411
6,0,67.6243,70.7355,168.6766,169.2431
6,0,67.5448,70.8915,169.0548,169.6422
6,0,67.5029,70.9503,169.0552,169.9813
6,0,67.4564,70.4898,169.3065,170.178
6,0,67.5362,70.1048,169.8675,169.8456
6,0,67.6703,69.8579,170.7117,170.4292
6,0,67.5201,70.1715,168.9234,171.7926
6,0,67.4773,70.6525,163.8537,171.8489
6,0,68.0913,70.6211,158.256,168.3764
6,0,68.8913,70.633,154.0427,161.956
6,0,69.6244,71.1024,149.4757,156.187
6,0,70.5801,70.3909,143.8134,149.6047
6,0,71.5153,69.659,138.2363,140.736
6,0,72.5479,69.4512,131.6266,133.5845
6,0,73.6537,69.6559,123.8545,130.0816
6,0,74.8159,69.8388,116.8188,125.622
6,0,76.1466,70.0249,111.6185,118.7053
6,0,77.7629,70.3894,105.2284,113.5309
6,0,79.433,70.6149,97.8069,106.7552
6,0,81.5393,71.0511,89.894,99.6716
6,0,84.0381,71.0255,82.908,93.1194
6,0,86.349,71.0975,76.6464,82.566
6,0,87.6515,73.0078,73.7147,77.7958
6,0,87.6818,73.2281,74.1693,78.2262
6,0,87.049,72.7801,75.209,78.5557
6,0,86.2664,73.1831,75.775,78.2132
6,0,86.0378,74.0207,75.4033,75.5682
6,0,86.1187,74.3771,75.1992,75.1591
6,0,86.0045,73.9445,75.5143,77.7603
6,0,85.7725,73.9688,75.7324,78.381
6,0,85.319,74.2849,75.8834,77.2305
6,0,84.4083,73.8537,76.6733,77.5473
6,0,82.8989,72.5672,77.7206,80.2253
6,0,80.4849,70.6977,78.2266,83.6055
6,0,78.4395,69.1022,78.0781,85.6315
6,0,74.0755,65.5898,77.8216,88.2214
6,0,70.4243,63.0277,78.7889,87.2288
6,0,66.1583,60.4842,80.4896,85.2708
6,0,61.95,57.6202,81.5191,86.4033
6,0,58.0407,54.4539,81.7427,88.8122
6,0,54.4601,51.6195,81.3441,89.6582
6,0,50.0491,48.9069,80.8084,89.328
6,0,43.8028,45.3301,80.2436,89.8122
6,0,36.6835,41.9238,79.9932,90.9961
6,0,33.3095,38.3475,80.6575,91.6447
6,0,31.3027,35.1428,81.7829,92.016
6,0,29.8502,32.4133,82.369,92.531
6,0,28.0773,30.1574,82.2004,92.8009
6,0,26.0501,28.0326,81.7331,92.5173
6,0,24.1966,25.883,81.8632,92.0402
6,0,22.4498,22.9819,82.4436,91.9747
6,0,20.5573,18.99,83.107,92.3633
6,0,18.5626,18.1106,84.0248,92.8405
6,0,16.9325,17.2793,85.14,92.979
6,0,15.6749,16.7337,86.2152,92.9397
6,0,14.6319,16.3193,86.7018,92.6058
6,0,13.4971,15.7086,86.614,92.3454
6,0,12.2464,15.3979,86.0851,92.5772
6,0,11.2754,14.9762,85.4947,92.455
6,0,10.5442,14.3734,84.8579,91.8052
6,0,10.0591,13.2425,84.3111,90.6921
6,0,10.3317,12.138,84.5256,89.6668
6,0,10.7076,11.4588,84.9945,89.1467
6,0,10.7688,10.7762,85.3143,88.6322
6,0,10.7967,11.1285,85.6186,88.4649
6,0,10.7474,12.5966,85.8631,89.4186
6,0,10.6679,13.3635,85.8464,90.4922
6,0,10.1557,13.692,85.5098,91.3662
6,0,9.8525,13.6461,85.1079,91.7847
6,0,9.9509,14.7574,85.0317,91.8019
6,1,14.7225,11.875,82.9325,91.4787
6,1,13.183,11.0035,85.0259,83.7483
6,1,13.2167,11.1536,85.0817,83.9075
6,1,13.3078,11.516,84.7286,83.788
6,1,13.271,11.5717,84.6698,83.1945
6,1,13.0328,11.2361,84.4123,82.8546
6,1,12.6249,11.5204,83.9657,82.818
6,1,12.3026,12.5071,83.6422,83.0001
6,1,12.2419,13.2689,83.675,82.7349
6,1,12.2031,13.609,83.7686,82.2963
6,1,12.1255,14.1417,83.7963,82.1107
6,1,11.8054,16.618,83.6936,82.094
6,1,11.5089,18.9015,83.9545,81.667
6,1,11.3157,22.0233,84.0388,81.4328
6,1,11.1823,24.6676,84.0089,81.3474
6,1,11.0285,26.9894,83.9695,81.3828
6,1,10.7399,29.5146,83.7752,81.4687
6,1,10.6411,31.6042,83.6305,81.3848
6,1,10.6301,34.1072,83.6571,80.8751
6,1,10.4172,36.3267,83.6383,80.3978
6,1,10.1724,38.4462,83.503,80.6664
6,1,9.957,40.7417,83.37,81.6074
6,1,9.9946,42.9765,83.3225,82.3543
6,1,10.1155,45.2779,83.0821,82.992
6,1,10.0775,47.5613,82.7822,83.1838
6,1,10.2067,49.8285,82.8294,83.5068
6,1,10.7098,52.0468,83.1114,84.0838
6,1,11.3539,54.2874,83.2902,84.6954
6,1,14.8602,56.2514,83.1796,85.4168
6,1,18.0327,58.1316,82.858,85.605
6,1,20.1746,59.6221,82.4477,85.7477
6,1,21.8092,60.7,82.1198,86.2352
6,1,22.9699,61.2899,81.6203,87.2087
6,1,23.6733,61.5922,81.1489,87.6863
6,1,24.0174,61.8378,81.2282,87.5425
6,1,24.1416,61.9252,81.9641,87.3838
6,1,24.3697,62.0867,82.2171,87.5258
6,1,24.6883,62.1314,82.1722,87.5474
6,1,25.0263,62.3641,82.0491,86.6291
6,1,25.4201,63.013,81.8344,83.7476
6,1,26.0647,64.055,80.006,79.4346
6,1,27.186,65.1575,75.5952,75.1851
6,1,28.8013,66.3146,70.558,70.5711
6,1,30.5749,67.6104,67.1934,64.75
6,1,31.5582,69.0351,66.1921,57.83
6,1,32.418,70.5235,64.9781,51.2134
6,1,33.3605,71.2218,63.2872,46.3269
6,1,34.0766,71.3695,62.0474,43.086
6,1,34.6716,72.0276,61.2806,38.0524
6,1,35.8774,73.1078,58.9235,30.8504
6,1,37.0806,73.6111,56.2621,26.0363
6,1,37.5119,73.0204,55.6345,23.7216
6,1,37.2339,72.9972,56.4278,19.588
6,1,36.8238,74.0279,57.3872,11.7553
6,1,36.9484,74.3805,57.2737,7.6638
6,1,37.4275,72.9644,55.9939,7.6228
6,1,38.2142,71.6492,54.507,5.9239
6,1,38.9846,72.0894,53.299,4.4745
6,1,39.5452,73.2321,52.7587,3.5671
6,1,39.871,72.7227,52.6522,3.5001
6,1,40.2589,72.888,51.994,3.2512
6,1,40.5128,71.7996,51.7227,4.3908
6,1,40.5034,70.5828,52.0494,5.5775
6,1,40.1808,70.0519,52.7183,6.0199
6,1,39.9699,69.601,53.1658,6.3616
6,1,40.0739,68.9715,53.3867,7.2107
6,1,40.0923,68.188,53.7858,8.6377
6,1,39.8788,66.5273,54.7358,14.9142
6,1,39.2657,65.222,56.3328,26.3443
6,1,38.1269,63.741,60.0768,41.5077
6,1,36.7561,62.0628,65.406,56.4358
6,1,35.7602,60.7061,70.7234,67.8654
6,1,35.2627,59.9337,74.1512,76.2822
6,1,34.883,59.5758,77.1297,86.6446
6,1,34.8903,59.4527,78.3015,99.2297
6,1,35.0919,59.4994,78.8957,112.9289
6,1,35.3143,59.94,79.3097,122.1357
6,1,35.5746,60.8533,79.5416,132.3259
6,1,35.8043,63.0108,79.7597,148.9626
6,1,35.8199,66.0397,79.9379,165.2328
6,1,35.7235,66.7041,80.0083,171.2853
6,1,35.3655,64.8597,80.6996,170.2839
6,1,34.7154,63.81,82.4681,169.9752
6,1,34.1675,66.0962,84.4776,169.0318
6,1,33.8202,65.2902,86.2423,168.4756
6,1,33.4892,66.4933,87.0073,169.178
6,1,33.3103,67.7653,86.877,169.9006
6,1,33.2999,67.6485,86.1853,169.7193
6,1,33.1861,67.4421,86.0338,169.4831
6,1,33.0314,67.426,86.3487,169.536
6,1,32.914,67.2406,86.3649,169.5568
6,1,33.1026,66.9836,85.8858,169.3303
6,1,33.4528,66.9696,85.0832,169.6747
6,1,33.8767,66.8858,84.0647,169.6808
6,1,34.132,67.2679,83.1224,170.6729
6,1,34.4516,67.7182,82.3196,171.8093
6,1,34.9222,67.357,79.9464,166.3696
6,1,35.7706,65.6588,76.079,157.9943
6,1,36.5518,64.0279,72.93,150.2282
6,1,36.7294,62.7646,71.487,139.9096
6,1,36.5539,61.9176,71.3635,126.2663
6,1,36.3927,61.4052,71.7843,113.8093
6,1,36.1761,62.3455,72.4286,103.6261
6,1,36.0083,63.7374,72.1754,92.0526
6,1,36.2423,64.5182,70.5531,82.8278
6,1,36.6617,65.7896,68.7724,76.9274
6,1,37.0088,67.5976,67.5451,67.9188
6,1,37.3947,69.5528,66.1661,57.4141
6,1,37.8932,71.2107,64.7017,49.7092
6,1,38.37,72.4474,63.5021,44.43
6,1,38.6911,73.6787,62.6098,36.2735
6,1,39.1724,74.895,61.2496,27.9526
6,1,39.7483,75.874,59.9956,21.1841
6,1,40.3016,77.1906,58.801,9.9654
6,1,41.0103,77.1018,57.3857,3.611
6,1,42.9201,74.4557,53.2612,6.1768
6,1,44.9506,72.7735,49.0013,6.1367
6,1,45.0168,73.0463,48.8738,5.1188
6,1,44.5267,73.7667,49.1804,6.1304
6,1,45.937,73.8328,46.5153,5.84
6,1,47.2944,73.4924,43.3486,5.761
6,1,47.0409,73.496,43.4543,6.0367
6,1,46.065,74.1103,44.8579,5.8087
6,1,45.7403,73.6058,45.4334,6.0447
6,1,46.1835,73.4064,44.6254,6.095
6,1,46.7298,74.013,43.4857,6.1158
6,1,46.5804,74.0645,43.3501,6.2288
6,1,46.2592,73.6627,43.8019,6.6478
6,1,46.033,73.6128,44.2139,6.5419
6,1,45.7083,73.3952,44.6835,7.2739
6,1,45.1719,72.6857,45.5411,8.5395
6,1,44.4748,71.4471,46.9256,11.3468
6,1,43.4386,69.8116,49.1354,16.9341
6,1,41.7059,68.0752,53.2321,27.7418
6,1,40.793,67.6588,55.7511,40.28
6,1,41.1915,67.4543,54.9143,50.5895
6,1,41.9633,66.8442,53.2519,60.4287
6,1,41.6037,65.9916,54.3348,72.3332
6,1,40.5117,64.7596,57.0835,85.1511
6,1,39.5459,63.1798,59.9212,102.7731
6,1,39.0421,62.3377,61.995,119.8601
6,1,38.5938,62.3409,64.1069,131.6908
6,1,37.7994,62.2649,67.252,139.1261
6,1,37.113,62.4546,69.9203,142.3915
6,1,36.6906,62.7294,71.7056,147.5491
6,1,36.3102,62.3188,73.4733,152.0173
6,1,35.2264,62.8814,77.8824,159.0403
6,1,34.1919,63.3568,82.5647,162.2354
6,1,33.8323,63.5318,84.5792,166.8609
6,1,33.7786,65.1157,85.1188,167.45
6,1,33.8794,66.5078,84.9908,169.8412
6,1,34.2982,68.6309,83.984,169.8449
6,1,34.496,69.2812,83.3611,168.935
6,1,34.2981,69.6055,84.0635,168.675
6,1,34.171,70.2227,84.4313,168.4736
6,1,34.2748,72.0531,84.0879,169.8603
6,1,34.5767,71.9845,83.7525,169.509
6,1,34.7501,70.7362,83.8196,169.3067
6,1,35.0291,70.9492,84.3231,170.4894
6,1,35.284,70.1068,83.9788,169.8239
6,1,35.564,69.7218,83.5222,170.1762
6,1,35.7233,70.2177,83.0259,171.0769
6,1,35.75,70.2773,82.7289,171.6095
6,1,35.6366,70.0406,82.6305,172.3732
6,1,35.5239,69.7717,82.8647,173.8942
6,1,35.6388,69.2991,82.9304,174.9952
6,1,35.8687,67.5017,82.1161,168.9055
6,1,36.6866,65.7545,79.7711,160.9657
6,1,37.6865,64.625,76.7487,152.5868
6,1,38.5169,62.504,74.4549,137.6399
6,1,38.8836,61.6036,72.9649,115.0886
6,1,39.0188,64.6541,72.0244,94.7168
6,1,38.8316,68.3245,71.7744,85.6122
6,1,38.5744,69.8884,70.8333,84.1568
6,1,38.5523,70.1029,69.818,82.9193
6,1,38.6,70.5327,69.0879,80.8443
6,1,38.2434,71.5156,68.602,78.573
6,1,38.1119,71.6114,68.0711,79.3286
6,1,37.9039,70.5188,67.8369,82.112
6,1,37.6348,70.1179,68.0845,82.3536
6,1,37.4374,70.6297,68.3059,80.2186
6,1,36.7878,70.4374,68.103,79.6067
6,1,35.4915,68.9997,67.7292,80.7692
6,1,33.3586,67.2084,67.4856,82.2832
6,1,30.7826,64.9338,67.6716,83.3452
6,1,27.4968,62.2602,68.271,83.0864
6,1,23.2338,59.3719,69.8056,82.524
