Participant,GoodBad,Angle1,Angle2,Angle3
2,1,0.019782,102.175,27.1828
2,1,0,102.1311,27.1642
2,1,0.027976,102.0163,27.1575
2,1,0.019782,102.0318,27.0093
2,1,0.019782,102.0601,26.9034
2,1,0.027976,102.105,26.856
2,1,0.019782,102.0832,26.8229
2,1,0,102.2056,26.7855
2,1,0,102.0389,26.6688
2,1,0,101.9875,26.6284
2,1,0.019782,101.8805,26.6304
2,1,0,101.6941,26.5767
2,1,0,101.5245,26.5274
2,1,0.019782,101.5075,26.5499
2,1,0,101.5005,26.486
2,1,0.019782,101.6469,26.4501
2,1,0.019782,101.4905,26.4303
2,1,0.027976,101.6023,26.4484
2,1,0,101.8372,26.3647
2,1,0.019782,101.9111,26.3391
2,1,0.019782,101.8138,26.3885
2,1,0,101.4883,26.2663
2,1,0,101.293,26.1735
2,1,0.027976,100.9043,26.0181
2,1,0,100.4732,25.6526
2,1,0.027976,100.2707,25.2304
2,1,0.027976,100.3729,24.835
2,1,0.019782,100.4707,24.2592
2,1,0.019782,100.4995,23.5416
2,1,0.027976,100.4129,22.8214
2,1,0,100.5822,22.0987
2,1,0.019782,100.4537,21.2962
2,1,0.019782,100.8661,20.2411
2,1,0.019782,101.4273,19.4433
2,1,0.019782,101.6125,18.5496
2,1,0,101.4989,17.511
2,1,0.019782,101.8339,16.5631
2,1,0,102.1718,15.6983
2,1,0,102.4801,14.8329
2,1,0,102.9582,14.0842
2,1,0.019782,103.1365,13.328
2,1,0.019782,103.0529,12.4847
2,1,0.019782,103.4859,11.7971
2,1,0,103.8607,10.983
2,1,0.019782,104.2727,10.304
2,1,0.019782,104.6467,9.6353
2,1,0.027976,105.0698,8.911
2,1,0,105.4484,8.192
2,1,0,105.8512,7.4757
2,1,0,106.1392,6.7745
2,1,0,106.5178,6.0807
2,1,0.019782,106.8714,5.3483
2,1,0.019782,107.1226,4.6599
2,1,0,107.4564,3.9693
2,1,0.027976,107.7473,3.3442
2,1,0,108.11,2.7474
2,1,0,108.5143,2.2559
2,1,0,108.8214,1.7954
2,1,0,109.05,1.2998
2,1,0.027976,109.217,0.98735
2,1,0,109.3558,0.90027
2,1,0,109.4167,0.98992
2,1,0.019782,109.3093,1.2653
2,1,0,109.2392,1.5575
2,1,0,109.1167,1.8818
2,1,0.027976,108.839,2.1585
2,1,0,108.6203,2.4258
2,1,0,108.3266,2.7849
2,1,0.027976,107.926,3.0552
2,1,0,107.4578,3.2581
2,1,0.019782,107.0208,3.4805
2,1,0.027976,106.497,3.702
2,1,0,106.0154,3.8453
2,1,0,105.6075,3.9254
2,1,0,105.2145,3.9436
2,1,0.019782,104.8215,3.9149
2,1,0.019782,104.5805,3.7864
2,1,0,104.5951,3.6068
2,1,0,104.7734,3.5022
3,2,0.027976,102.0377,0.027976
3,2,0.019782,102.0181,0.039565
3,2,0.027976,101.9641,0.13417
3,2,0.019782,101.9663,0.23985
3,2,0,101.9346,0.34887
3,2,0.019782,101.9301,0.48979
3,2,0,101.9256,0.60652
3,2,0,101.8952,0.71819
3,2,0,101.8349,0.85432
3,2,0,101.7845,0.98715
3,2,0,101.7446,1.1513
3,2,0.019782,101.7826,1.352
3,2,0.019782,101.945,1.5486
3,2,0,101.9337,1.807
3,2,0,101.8904,2.1244
3,2,0,102.0064,2.4394
3,2,0,102.1764,2.8781
3,2,0,102.3449,3.3502
3,2,0,102.4301,3.8858
3,2,0.019782,102.5766,4.466
3,2,0,102.7264,5.0757
3,2,0,102.8483,5.7133
3,2,0,102.8747,6.3329
3,2,0,102.9088,7.0338
3,2,0.027976,102.8873,7.6566
3,2,0,102.8613,8.304
3,2,0,102.7891,8.9119
3,2,0.027976,102.733,9.5225
3,2,0.027976,102.7471,10.0941
3,2,0,102.6816,10.5991
3,2,0,102.6674,10.9756
3,2,0.019782,102.674,11.7002
3,2,0,102.6561,12.3671
3,2,0,102.5752,12.8954
3,2,0,102.5398,13.4983
3,2,0.019782,102.2826,14.2272
3,2,0.019782,102.2106,14.9074
3,2,0,102.2519,15.6903
3,2,0.019782,102.0984,16.5299
3,2,0,102.1774,17.4976
3,2,0.027976,101.3392,18.2174
3,2,0,101.0383,18.9255
3,2,0,101.1595,19.8871
3,2,0.027976,101.2201,20.7925
3,2,0.019782,101.1489,21.5997
3,2,0.019782,101.6535,22.4899
3,2,0.019782,101.806,23.3986
3,2,0,101.5712,24.1472
3,2,0.019782,101.3151,24.9184
3,2,0,101.2222,25.6489
3,2,0.027976,100.7462,26.2286
3,2,0,100.5253,26.8874
3,2,0.027976,100.5461,27.5843
3,2,0,100.707,28.2357
3,2,0.027976,100.7259,28.6931
3,2,0,100.8385,29.1298
3,2,0.027976,101.2103,29.6988
3,2,0,101.3164,30.1944
3,2,0,101.3923,30.7482
3,2,0.019782,101.427,31.382
3,2,0,101.2529,31.8599
3,2,0,101.5161,32.5745
3,2,0.019782,101.8913,33.1815
3,2,0.027976,101.8062,33.6432
3,2,0.019782,101.8197,34.0002
3,2,0,101.8989,34.4465
3,2,0,102.0154,34.8746
3,2,0,101.9539,35.0908
3,2,0.027976,101.9879,35.4443
3,2,0,101.7162,35.8022
3,2,0,101.4928,35.9488
3,2,0.019782,101.5887,36.1477
3,2,0.019782,101.5657,36.5235
3,2,0.027976,101.1592,36.6634
3,2,0,101.2265,36.8161
3,2,0.019782,101.2811,37.1898
3,2,0,101.0089,37.3547
3,2,0,101.1414,37.373
3,2,0,101.154,37.6108
3,2,0.027976,100.9727,37.8476
3,2,0.027976,100.6554,37.8616
3,2,0,100.7771,38.2115
3,2,0,100.9571,38.4946
3,2,0.019782,100.8086,38.3587
3,2,0.019782,100.922,38.4682
3,2,0,101.2062,38.5285
3,2,0.019782,101.36,38.312
3,2,0,101.3386,38.1827
3,2,0.019782,101.4718,38.404
3,2,0.019782,101.4326,38.1863
3,2,0.019782,101.6911,38.0198
3,2,0,101.9593,38.1858
3,2,0,101.1892,37.8782
3,2,0,101.5065,37.6312
3,2,0.019782,101.586,37.9085
3,2,0.019782,100.7746,37.7304
3,2,0.027976,101.1054,37.4355
3,2,0,101.4136,37.6188
3,2,0.019782,100.7001,37.5611
3,2,0.019782,101.1568,37.1967
3,2,0.019782,101.3705,37.1155
3,2,0,100.5938,36.9363
3,2,0.019782,100.9103,36.349
3,2,0,101.281,35.9561
3,2,0.027976,100.7145,35.7541
3,2,0,100.6264,35.0036
3,2,0,101.0078,34.4253
3,2,0,100.6534,33.9035
3,2,0,100.9312,32.8779
3,2,0,101.7905,31.8857
3,2,0,101.9724,31.127
3,2,0,101.5114,30.0696
3,2,0,102.3187,28.9382
3,2,0.027976,102.7525,28.0714
3,2,0.019782,102.427,27.028
3,2,0,102.6326,25.8584
3,2,0,103.3524,24.808
3,2,0,103.8032,23.9187
3,2,0.027976,104.1247,22.7423
3,2,0,104.899,21.5967
3,2,0,105.169,20.9297
3,2,0,106.0007,19.61
3,2,0.027976,106.5661,18.6422
3,2,0,106.7458,17.6281
3,2,0,106.8225,16.6206
3,2,0.027976,106.7979,15.5341
3,2,0,106.3151,14.5476
3,2,0,106.0245,13.5972
3,2,0,105.6455,12.7084
3,2,0.027976,105.1299,11.8445
3,2,0.019782,105.0723,10.9039
3,2,0,105.2776,10.0941
3,2,0.019782,105.3505,9.2883
3,2,0.019782,105.5185,8.5758
3,2,0.019782,105.5176,7.8412
3,2,0.019782,105.4622,7.0806
3,2,0,105.4896,6.3452
3,2,0.019782,105.5046,5.7303
3,2,0,105.3822,5.0739
3,2,0.019782,105.3386,4.5021
3,2,0,104.9727,3.9916
3,2,0,104.8261,3.481
3,2,0,104.6093,2.9652
3,2,0.019782,104.0677,2.3684
3,2,0.027976,103.8905,1.9665
3,2,0,103.7139,1.5314
3,2,0,103.6343,1.1745
3,2,0.027976,103.4071,0.87514
3,2,0,103.4131,0.66793
3,2,0,103.2218,0.47354
3,2,0,102.9705,0.3483
3,2,0.019782,102.6931,0.25488
3,2,0.027976,102.3298,0.24469
3,2,0.019782,102.0579,0.27766
3,2,0.027976,101.8587,0.37794
3,2,0.019782,101.5134,0.45198
3,2,0,101.3035,0.53119
3,2,0,101.079,0.60523
3,2,0.027976,100.9348,0.64891
3,2,0,100.7972,0.72712
3,2,0,100.6135,0.83697
3,2,0,100.5869,0.90935
3,2,0,100.4439,0.94212
3,2,0,100.3365,1.0232
3,2,0.019782,100.3275,1.1677
3,2,0,100.3823,1.3064
3,2,0.027976,100.4782,1.418
3,2,0,100.6296,1.4961
3,2,0.019782,101.1336,1.5903
3,2,0,101.7492,1.6945
3,2,0.019782,102.2882,1.792
3,2,0.019782,102.8007,1.8571
3,2,0,103.2936,1.9137
3,2,0,103.5934,1.9279
3,2,0,103.7848,1.9122
3,2,0,103.8799,1.9151
3,2,0,103.9461,1.8785
3,2,0,103.9442,1.8214
3,2,0.019782,103.9059,1.7633
3,2,0,103.8285,1.7003
3,2,0,103.7867,1.7199
3,2,0.019782,103.6164,1.7033
3,2,0,103.4699,1.6743
3,2,0,103.313,1.6755
3,2,0.027976,103.1779,1.6841
3,2,0,103.034,1.673
3,2,0,102.9061,1.6703
3,2,0,102.8205,1.6803
3,2,0,102.7358,1.694
3,2,0,102.671,1.7283
3,2,0.019782,102.6441,1.7493
3,2,0,102.6442,1.7913
4,0,37.5836,85.7872,0
4,0,37.5866,85.7829,0
4,0,37.6227,85.708,0.019782
4,0,37.6205,85.7006,0.044235
4,0,37.5919,85.7267,0.052339
4,0,37.6511,85.7742,0.090654
4,0,37.7269,85.8051,0.10653
4,0,37.7038,85.844,0.12195
4,0,37.5371,85.9178,0.1282
4,0,37.6027,85.9045,0.14804
4,0,37.6092,85.9045,0.17246
4,0,37.6419,85.8587,0.18238
4,0,37.7347,85.7789,0.16786
4,0,37.7743,85.7454,0.14671
4,0,37.5134,85.7595,0.16669
4,0,37.3169,85.6427,0.18557
4,0,37.0369,85.3843,0.21122
4,0,37.2299,84.8647,0.24309
4,0,36.9484,84.5327,0.27124
4,0,36.1146,84.6728,0.38866
4,0,35.4161,84.5143,0.46267
4,0,34.9102,84.4623,0.53008
4,0,34.5189,84.2693,0.64407
4,0,33.9373,84.369,0.7282
4,0,33.2931,84.5834,0.75666
4,0,32.7974,84.6959,0.82163
4,0,32.2597,84.738,0.91043
4,0,31.8837,84.6524,0.96368
4,0,31.3241,84.559,1.0184
4,0,30.8805,84.4296,1.105
4,0,31.0226,84.0553,1.1522
4,0,30.6738,83.6877,1.1993
4,0,29.9978,83.432,1.2292
4,0,29.6558,83.0746,1.2618
4,0,29.2115,82.6964,1.2983
4,0,28.6532,82.6153,1.3468
4,0,27.8544,82.7466,1.3781
4,0,26.9107,82.9554,1.4299
4,0,26.1045,83.1041,1.4693
4,0,25.3761,83.3252,1.5307
4,0,24.047,83.6888,1.5815
4,0,23.2583,83.7978,1.6261
4,0,21.6115,84.3589,1.6942
4,0,20.0405,84.9245,1.7319
4,0,17.2467,86.1526,1.7967
4,0,14.8218,87.279,1.8512
4,0,12.3882,88.4511,1.8263
4,0,8.1395,90.2343,1.7176
4,0,3.6626,91.9993,1.7217
4,0,0.027976,93.4677,1.8024
4,0,0,93.4954,1.8505
4,0,0.019782,93.2443,1.9388
4,0,0,93.0833,2.0536
4,0,0.019782,93.0438,2.1439
4,0,0,93.1815,2.2843
4,0,0,93.0665,2.4436
4,0,0.019782,93.2952,2.5534
4,0,0,93.4163,2.6218
4,0,0,93.704,2.7331
4,0,0,94.5136,2.8583
4,0,0.027976,94.7085,2.9199
4,0,0.019782,95.0253,3.0019
4,0,0.027976,95.3267,3.1123
4,0,0.019782,95.2989,3.182
4,0,0.027976,95.5959,3.2453
4,0,0,95.464,3.3367
4,0,0,95.3996,3.3558
4,0,0.027976,95.5017,3.4016
4,0,0.019782,95.5533,3.4927
4,0,0,95.6629,3.4999
4,0,0,95.8377,3.4738
4,0,0,96.0256,3.4745
4,0,0.019782,95.946,3.4857
4,0,0,96.1156,3.4903
4,0,0.019782,95.9131,3.4918
4,0,0.019782,95.4304,3.5401
4,0,0.027976,95.0135,3.5502
4,0,0.019782,94.95,3.5613
4,0,0.019782,94.992,3.5711
4,0,0,94.7835,3.5952
4,0,0,94.8404,3.5951
4,0,0,95.0386,3.6379
4,0,0.019782,94.9048,3.6329
4,0,0.027976,94.6905,3.6458
4,0,0.019782,94.5014,3.6228
4,0,0,94.1383,3.557
4,0,0,93.9795,3.5307
4,0,0.019782,93.7958,3.4654
4,0,0.019782,93.4432,3.3779
4,0,0.019782,92.9966,3.3093
4,0,0.019782,92.6055,3.2394
4,0,0.019782,92.1548,3.1529
4,0,0,91.835,2.9706
4,0,0.019782,91.4185,2.8108
4,0,0,91.1652,2.7076
4,0,0,90.8197,2.5635
4,0,0.019782,90.632,2.3785
4,0,0,90.4487,2.1659
4,0,0.019782,90.3463,2.0674
4,0,0,90.2562,1.9175
4,0,0.027976,90.1178,1.7766
4,0,0.027976,90.002,1.6637
4,0,0,89.3835,1.4486
4,0,0.019782,88.6281,1.193
4,0,0,87.8058,1.0276
4,0,0.019782,86.8693,0.87514
4,0,0,86.1937,0.82091
4,0,0,85.3666,0.76643
4,0,0.027976,84.6966,0.78434
4,0,0,83.7281,0.8796
4,0,0,83.1782,0.8847
4,0,0.019782,82.8383,1.0264
4,0,0.019782,82.6468,1.1025
4,0,0.019782,82.6894,1.117
4,0,0.027976,82.9142,1.1443
4,0,0,83.275,1.1066
4,0,0,83.629,1.0423
4,0,0,84.137,0.97076
4,0,0.019782,84.5588,0.95981
4,0,0.019782,85.1125,0.94398
4,0,0.027976,85.4385,0.93544
4,0,0,85.9246,0.9547
4,0,0.019782,86.2987,0.98497
4,0,0.027976,86.6207,0.98437
4,0,0.019782,87.0173,0.98477
4,0,0.027976,87.5331,0.96753
4,0,0,87.9365,0.96042
4,0,0,88.3403,0.92132
4,0,0,88.6078,0.8675
4,0,0.019782,88.8605,0.84279
4,0,0,89.1341,0.80697
4,0,0.027976,89.4913,0.7577
4,0,0,89.7046,0.72362
4,0,0.019782,90.0187,0.657
4,0,0,90.3405,0.6215
4,0,0.019782,90.6614,0.60036
4,0,0,90.8804,0.56683
4,0,0,91.1326,0.51052
4,0,0,91.4872,0.4316
4,0,0.027976,91.4526,0.4275
4,0,0.019782,91.4838,0.45327
4,0,0.027976,91.6254,0.55249
4,0,0,91.5145,0.6579
4,0,0,91.7188,0.74467
4,0,0,92.26,0.79966
4,0,0,92.5651,0.92514
4,0,0.027976,93.1744,1.0616
4,0,0,93.5957,1.1993
4,0,0.019782,94.4826,1.311
4,0,0.027976,95.0423,1.4623
4,0,0,95.9027,1.5614
4,0,0,96.3836,1.6868
4,0,0,96.7632,1.7559
4,0,0.019782,97.66,1.8272
4,0,0,97.9833,1.8914
4,0,0,98.5475,1.9623
4,0,0,99.017,2.0305
4,0,0.019782,99.5066,2.0388
4,0,0.57198,99.8743,2.0688
4,0,8.8716,96.0721,2.1069
4,0,13.621,94.3874,2.1219
4,0,16.7344,93.172,2.1095
4,0,19.7376,92.1313,2.1494
4,0,22.7342,91.5226,2.1209
4,0,24.6912,90.861,2.1119
4,0,26.828,90.0374,2.1437
4,0,27.8375,89.8734,2.0989
4,0,29.674,89.0329,2.0636
4,0,30.7111,88.5335,2.0301
4,0,31.6269,87.9616,2.0173
4,0,33.2783,86.9496,1.9395
4,0,34.0652,86.4355,1.8675
4,0,34.8801,85.8447,1.8559
4,0,35.8325,85.2759,1.8347
4,0,36.4714,85.1195,1.831
4,0,37.5319,84.687,1.798
4,0,38.0062,84.8412,1.8046
4,0,38.6885,84.8846,1.8182
4,0,39.3156,84.7052,1.8002
4,0,39.8418,85.0238,1.7853
4,0,40.1334,85.1214,1.7863
4,0,40.5444,85.2214,1.7775
4,0,40.8515,85.4917,1.7094
4,0,41.067,85.6287,1.6648
4,0,41.1007,85.6033,1.6477
4,0,41.1188,85.6693,1.59
4,0,41.1404,85.4859,1.5185
4,0,41.0686,85.3156,1.4544
4,0,40.8977,85.0657,1.4262
4,0,40.9819,84.8575,1.3872
4,0,40.9023,84.6259,1.3231
4,0,40.6872,84.5016,1.2376
4,0,40.6247,84.4433,1.185
4,0,40.6905,84.2136,1.095
4,0,40.5945,84.317,1.0188
4,0,40.526,84.6149,0.97076
4,0,40.6171,84.827,0.92767
4,0,40.7036,84.9308,0.86547
4,0,40.5792,84.9243,0.83016
5,1,38.1611,82.6927,0.027976
5,1,38.3003,82.8677,0.15195
5,1,38.5323,82.7916,0.30519
5,1,37.9436,83.4049,0.51129
5,1,37.4791,84.2192,0.70081
5,1,37.138,84.7757,0.81012
5,1,35.7796,86.4189,1.055
5,1,35.4717,87.5586,1.2541
5,1,35.6385,88.2682,1.3959
5,1,36.141,88.637,1.5695
5,1,36.3357,89.26,1.8071
5,1,36.5585,89.9259,2.0724
5,1,36.5825,91.2155,2.4554
5,1,36.6068,92.5408,2.7892
5,1,37.0822,94.1747,3.1411
5,1,37.6893,95.4922,3.4786
5,1,38.2341,97.3038,3.9188
5,1,38.6953,99.3582,4.3838
5,1,38.7196,101.4564,4.8597
5,1,38.3409,103.9911,5.39
5,1,37.7012,106.1449,5.8796
5,1,36.4941,109.1566,6.5924
5,1,35.3004,112.0435,7.164
5,1,34.2155,114.6262,7.7268
5,1,33.3077,117.0002,8.4002
5,1,32.5933,119.5106,9.0762
5,1,32.9239,121.5708,9.733
5,1,33.1417,122.7004,10.1985
5,1,33.4653,124.6429,10.9848
5,1,33.4771,126.6804,11.6029
5,1,33.4079,128.4322,12.1993
5,1,33.411,130.0448,12.8812
5,1,33.6985,131.1894,13.1722
5,1,32.9523,132.6313,13.7297
5,1,32.7723,133.8288,14.1244
5,1,32.7213,134.7487,14.3965
5,1,32.3053,135.8351,14.7777
5,1,32.0953,136.8497,15.0462
5,1,31.4773,137.4697,15.2259
5,1,31.4574,137.906,15.3841
5,1,31.6709,138.0753,15.5119
5,1,31.454,138.4779,15.5783
5,1,31.2074,138.7808,15.5679
5,1,30.9749,138.7436,15.5381
5,1,31.3598,138.225,15.4747
5,1,31.7001,137.6168,15.3314
5,1,31.7029,136.7751,15.0853
5,1,32.4124,135.898,14.8248
5,1,32.5109,135.0808,14.5064
5,1,32.5853,134.0636,14.1139
5,1,33.453,132.4258,13.596
5,1,33.6816,131.4368,13.1295
5,1,33.7192,130.3886,12.4922
5,1,34.0847,129.1958,11.828
5,1,34.5752,128.0487,11.1898
5,1,34.5519,127.0122,10.4432
5,1,34.7112,125.6543,9.7829
5,1,34.4996,124.0637,8.9993
5,1,34.5255,122.9475,8.374
5,1,34.5327,121.1601,7.5894
5,1,34.3649,119.9252,7.0315
5,1,34.0733,118.3186,6.2911
5,1,34.118,116.9012,5.7432
5,1,34.6343,115.3263,5.0695
5,1,34.865,114.3073,4.5563
5,1,35.1753,113.2007,4.1344
5,1,35.8649,111.6395,3.4051
5,1,36.6057,110.519,2.9499
5,1,36.9154,109.0089,2.5286
5,1,37.4116,107.7999,2.1287
5,1,37.6044,106.592,1.8221
