personNum,Stage,Angle1,Angle2,Angle3,Angle4,Angle5
3,1,6.951583,57.3601,64.6444,16.794645,16.213661
3,1,6.953897,56.7035,64.558,16.927362,16.283659
3,1,6.933303,56.0634,64.7214,17.062117,16.393318
3,1,7.015708,55.8212,64.8479,17.214722,16.493792
3,1,7.131051,55.8098,64.8951,17.364689,16.600595
3,1,7.043808,55.6226,64.5308,17.513023,16.703146
3,1,7.085791,55.6713,64.5286,17.665173,16.737345
3,1,7.156973,55.9438,64.8521,17.731798,16.618265
3,1,7.093981,56.5815,64.8856,17.725843,16.538816
3,1,7.036201,57.7888,65.3877,17.718012,16.464054
3,1,6.92886,59.6129,66.7005,17.63546,16.275496
3,1,6.693455,62.9697,69.2116,17.561317,16.015516
3,1,6.486883,67.2613,72.5796,17.528147,15.742579
3,1,6.180695,72.7907,77.102,17.31645,15.337424
3,1,5.77095,79.0005,81.6714,17.014482,14.894849
3,1,5.356207,84.6494,85.6081,16.688692,14.42368
3,1,4.996575,90.4863,90.2286,16.349688,13.917575
3,1,4.621011,96.908,95.045,15.947347,13.341741
3,1,4.220996,102.727,99.4953,15.51233,12.754173
3,1,3.717153,108.293,103.1374,15.072954,12.127642
3,1,3.35252,113.3951,105.3883,14.603885,11.572394
3,1,2.957705,119.0562,108.1846,14.010427,11.005426
3,1,2.587702,125.5174,111.8646,13.354225,10.370048
3,1,2.327004,130.9345,115.6838,12.674977,9.814339
3,1,2.076223,136.4501,119.7146,11.975691,9.208632
3,1,1.914893,142.2955,124.3245,11.14712,8.64988
3,1,1.886474,148.2098,129.7301,10.336946,8.157789
3,1,2.046505,153.5368,134.1962,9.642572,7.644521
3,1,2.295843,158.3858,139.0649,9.059959,7.161933
3,1,2.60857,162.3128,145.0039,8.484106,6.687856
3,1,2.954726,162.7381,149.9351,7.889263,6.289305
3,1,3.331371,162.6686,153.3663,7.342886,5.922648
3,1,3.59472,160.4408,156.2334,6.857896,5.594505
3,1,3.745699,156.1226,156.7129,6.392061,5.291835
3,1,3.821415,152.0437,152.807,5.894416,5.005351
3,1,3.736907,149.4689,146.8329,5.489372,4.683872
3,1,3.626876,151.0809,143.9804,5.150542,4.371166
3,1,3.717732,155.284,145.8961,4.886397,3.990566
3,1,3.832876,157.371,149.1029,4.594868,3.593086
3,1,3.959926,154.7178,150.8385,4.093329,3.208515
3,1,4.045397,151.0262,151.4681,3.463002,2.766969
3,1,4.096486,149.0683,152.4832,2.877664,2.304013
3,2,0,168.2257,159.2787,0.019782,0
3,2,0.600031,168.223,159.2857,0.019782,0.137056
3,2,1.308956,168.1321,159.3152,0.039565,0.281855
3,2,2.18364,167.9621,159.3678,0.055953,0.461825
3,2,3.161617,167.7344,159.388,0.071326,0.681849
3,2,4.210776,167.379,159.4176,0.071326,0.946881
3,2,5.263991,166.6983,159.7075,0.052339,1.234004
3,2,6.438031,165.6648,160.1126,0.074019,1.541674
3,2,7.607825,164.5889,160.0773,0.083929,1.855935
3,2,8.793144,163.493,159.6826,0.106531,2.199892
3,2,10.144547,162.1956,159.0193,0.126669,2.575114
3,2,11.668779,160.5463,158.0771,0.194834,3.044397
3,2,12.954956,159.0283,157.025,0.296735,3.490147
3,2,14.347984,157.263,155.5151,0.359909,4.019123
3,2,15.780183,155.1349,153.5142,0.411169,4.597595
3,2,17.131456,152.9609,151.4853,0.471884,5.13076
3,2,18.673283,150.6069,149.3757,0.544286,5.779944
3,2,20.171339,148.3972,147.295,0.627138,6.417104
3,2,21.729813,145.9506,144.9266,0.725777,7.096884
3,2,23.462379,143.1988,142.2442,0.844646,7.860574
3,2,25.216812,140.5103,139.6871,1.002492,8.614362
3,2,26.8876,137.8546,137.1064,1.201545,9.385147
3,2,28.467722,135.0148,134.4404,1.396197,10.176412
3,2,29.87878,132.3258,131.8859,1.660361,10.912245
3,2,31.156431,129.5941,129.1511,1.902178,11.639668
3,2,32.508396,126.4156,126.0328,2.114333,12.409693
3,2,33.954891,122.6962,122.3688,2.361071,13.237747
3,2,35.163166,119.4063,119,2.669758,13.966122
3,2,36.456139,115.982,115.4012,2.995521,14.758389
3,2,37.628426,112.4349,111.7583,3.371736,15.54013
3,2,38.575325,108.8778,108.0755,3.743974,16.33176
3,2,39.568356,105.6235,104.6072,4.054875,17.092157
3,2,40.715382,102.5443,101.2283,4.331421,17.878319
3,2,42.022861,99.5053,97.7729,4.604152,18.717699
3,2,43.717186,95.8939,93.6627,4.804158,19.666365
3,2,45.337234,92.7059,89.9979,5.037695,20.567244
3,2,46.845482,89.8776,86.7526,5.226748,21.402315
3,2,48.614307,86.8101,83.2101,5.307734,22.260702
3,2,49.986168,84.2291,80.3416,5.349874,22.987547
3,2,51.285328,81.5268,77.2228,5.424733,23.774107
3,2,52.586716,78.7531,73.8576,5.506019,24.600807
3,2,53.677422,76.4832,71.1694,5.665588,25.286819
3,2,54.641899,74.4807,68.8115,5.831563,25.892954
3,2,55.807228,72.2481,66.0405,5.96072,26.527571
3,2,56.860886,70.26,63.8346,6.088337,27.075666
3,2,57.750771,68.26,61.8663,6.230927,27.657711
3,2,58.758877,66.1836,59.5466,6.365841,28.395218
3,2,59.689053,64.8876,57.8074,6.50608,28.965178
3,2,60.624496,63.9925,56.4395,6.628565,29.441778
3,2,61.717804,63.2543,55.2538,6.713291,30.005087
3,2,62.79261,62.6739,54.2509,6.810485,30.534441
3,2,63.879189,62.2931,53.2611,6.911201,30.972952
3,2,64.837685,62.1692,52.4109,7.052102,31.336033
3,2,65.444298,62.3483,52.1191,7.16552,31.678476
3,2,65.720314,62.706,52.4656,7.258365,31.920204
3,2,65.796921,62.6761,52.6307,7.340534,32.152225
3,2,65.755913,62.5567,52.711,7.40462,32.312317
3,2,65.834511,62.5402,52.7984,7.503965,32.361488
3,2,65.781601,62.7205,53.0792,7.583824,32.31958
3,2,65.583374,63.2222,53.6502,7.634991,32.132603
3,2,65.027908,64.0609,54.7724,7.640131,31.79385
3,2,63.998356,65.2491,56.5977,7.622154,31.332327
3,2,62.901646,66.6434,58.5588,7.597217,30.826344
3,2,61.610516,68.7053,61.3224,7.538977,30.142092
3,2,60.284756,70.8705,64.1908,7.38246,29.453516
3,2,58.820492,73.5677,67.6834,7.212269,28.638136
3,2,57.302197,76.8533,71.5279,7.007147,27.756824
3,2,55.764217,80.5276,75.3789,6.761467,26.85062
3,2,54.379715,84.3457,79.4724,6.512015,25.965776
3,2,53.182461,88.0246,83.3374,6.224284,25.158178
3,2,51.878475,92.379,87.5232,5.982746,24.306683
3,2,50.584534,96.8482,91.885,5.76497,23.45575
3,2,49.271492,101.3016,96.0278,5.548318,22.618256
3,2,47.967762,105.9343,100.1491,5.312273,21.817255
3,2,46.786846,110.0821,104.0159,5.092699,21.094809
3,2,45.722542,113.3654,107.0454,4.976971,20.489735
3,2,44.483894,117.0617,110.1639,4.837359,19.782064
3,2,43.425659,120.7305,113.4996,4.650084,19.137547
3,2,42.213737,124.4578,117.0886,4.458302,18.501278
3,2,40.912907,127.7805,119.9099,4.257862,17.866211
3,2,39.663174,131.0178,122.27,4.114993,17.181469
3,2,38.419685,134.3973,125.0594,3.967436,16.47274
3,2,37.20364,137.2455,127.5005,3.873532,15.850455
3,2,35.820873,140.4948,129.6651,3.836757,15.141839
3,2,34.520489,143.4449,131.2797,3.73654,14.431617
3,2,33.218796,145.8813,132.5999,3.678445,13.75814
3,2,31.772297,148.8997,134.6808,3.701951,13.054042
3,2,30.199797,153.0865,137.8245,3.754211,12.271522
3,2,28.847483,157.0864,140.6293,3.776365,11.589083
3,2,27.416309,161.4255,143.5077,3.758954,10.879056
3,2,25.976742,165.2748,146.0431,3.702163,10.205423
3,2,24.489717,168.2694,148.2371,3.626066,9.538298
3,2,22.777473,170.7483,150.4857,3.580694,8.81657
3,2,21.049623,172.2939,152.5504,3.531914,8.117086
3,2,19.605295,172.8173,153.9523,3.43456,7.540044
3,2,18.192818,172.716,155.0208,3.304109,6.987636
3,2,16.888449,171.6991,155.7345,3.136938,6.464414
3,2,15.921858,170.493,156.2045,2.941845,6.054208
3,2,14.893866,169.2484,157.0315,2.781856,5.583038
3,2,13.935837,168.4203,157.8186,2.60872,5.162018
3,2,12.996933,168.025,158.3864,2.476306,4.806075
3,2,12.003836,167.7725,158.8975,2.369264,4.454785
3,2,10.996908,167.7341,159.3869,2.260187,4.103364
3,2,10.000951,167.7677,159.8956,2.143749,3.767904
3,2,9.200904,167.7004,160.3696,2.010324,3.484701
3,2,8.482694,167.6414,160.7767,1.900737,3.214976
3,2,7.860674,167.6171,161.0769,1.810889,2.999505
3,2,7.272704,167.5994,161.3387,1.716118,2.796524
3,2,6.788852,167.6412,161.4544,1.628227,2.630762
3,2,6.376151,167.6892,161.3977,1.560222,2.497792
3,2,5.972383,167.7442,161.2766,1.501547,2.360491
3,2,5.648369,167.8431,161.1023,1.432585,2.230989
3,2,5.392451,167.9427,160.8964,1.35393,2.132582
3,2,5.132555,167.9783,160.7075,1.282984,2.046505
3,2,4.934115,167.9722,160.591,1.213698,1.968614
3,2,4.719245,168.0256,160.453,1.170861,1.888859
3,2,4.507326,168.0865,160.2986,1.169021,1.832162
3,2,4.363049,168.1065,160.1453,1.197793,1.81024
4,0,0,169.4123,175.1322,0,0
4,0,0,169.5113,175.1157,0,0.034264
4,0,0.034264,169.7271,175.072,0,0.059347
4,0,0.055953,169.7842,175.1169,0.034264,0.113641
4,0,0.094873,169.6984,175.1402,0,0.123541
4,0,0.110143,169.3159,175.4003,0.034264,0.155766
4,0,0.179137,167.168,175.6534,0.139882,0.181308
4,0,0.201741,163.4699,174.6753,0.49456,0.164325
4,0,0.485778,160.3329,173.7118,0.515103,0.221173
4,0,0.393167,160.878,174.9729,0.33455,0.222936
4,0,0.503578,161.7331,174.9757,0.195835,0.262443
4,0,0.68728,161.7268,172.9271,0.059347,0.312787
4,0,0.836733,161.6337,169.7893,0.523019,0.364232
4,0,0.922173,162.575,165.2922,0.939828,0.394657
4,0,0.956953,163.4167,160.2802,1.418583,0.435213
4,0,0.983375,164.1726,155.1362,1.830987,0.484971
4,0,0.998972,165.3125,149.6407,2.336824,0.52077
4,0,1.012591,166.0708,144.4933,2.832896,0.52077
4,0,0.989129,166.9234,139.4799,3.395633,0.503189
4,0,0.922385,166.9509,134.9961,4.005603,0.50085
4,0,0.820676,166.8244,130.7916,4.663545,0.443673
4,0,0.774302,166.8649,126.4778,5.274812,0.381035
4,0,0.804056,167.4051,122.1322,5.843215,0.364232
4,0,0.798439,166.9415,118.4679,6.574202,0.292752
4,0,0.828271,166.2074,115.1435,7.106248,0.28116
4,0,1.12187,166.7192,110.4667,7.680354,0.301316
4,0,1.461257,166.8817,106.7247,8.286336,0.239031
4,0,1.533656,167.0398,102.8348,8.729334,0.090654
4,0,1.394093,167.6374,99.0078,9.153839,0.074019
4,0,1.135566,168.8708,95.2528,9.590749,0.131221
4,0,1.291043,169.5699,92.5284,10.017063,0.125115
4,0,1.333542,170.2961,90.5227,10.264927,0.17132
4,0,1.19239,170.1156,89.9284,10.488224,0.29342
4,0,1.082094,169.1211,90.5288,10.602611,0.39017
4,0,1.050343,168.9612,90.7877,10.707265,0.447187
4,0,1.089303,168.9789,90.958,10.721116,0.538503
4,0,1.16382,168.4138,91.7308,10.790215,0.616755
4,0,1.259898,166.9579,93.2407,10.746897,0.65102
4,0,1.430671,166.8368,93.7469,10.620118,0.639496
4,0,1.596549,167.5649,93.299,10.629212,0.662933
4,0,1.806886,167.7941,93.1885,10.495013,0.758472
4,0,1.995079,167.5616,93.6267,10.379169,0.806971
4,0,2.128356,166.9257,94.3666,10.337726,0.797213
4,0,2.184805,167.1929,94.3807,10.252865,0.849497
4,0,2.164103,168.293,93.3825,10.118045,0.93962
4,0,2.173759,167.9421,93.7419,10.118707,0.863887
4,0,2.046984,166.1216,95.5318,10.153481,0.88669
4,0,1.854458,164.625,96.0579,10.284226,0.994653
4,0,1.678181,164.2155,95.0425,10.230585,1.107652
4,0,1.785641,163.3119,94.1086,10.364164,1.173699
4,0,1.929453,161.1142,93.9641,10.439918,1.158596
4,0,1.919385,158.1377,94.0597,10.425622,1.193538
4,0,1.891551,155.337,93.274,10.451878,1.186302
4,0,2.022166,151.962,92.4418,10.367201,1.144834
4,0,1.984358,145.4317,90.7672,10.327312,1.014136
4,0,1.631828,135.5661,89.0433,10.208121,1.030786
4,0,1.329721,128.05,88.1805,10.116121,1.039293
4,0,1.245684,120.7502,87.8419,10.085198,0.992487
4,0,1.187291,114.3654,87.0053,9.977385,0.897875
4,0,0.999364,108.0617,86.1879,9.931175,0.968336
4,0,0.67173,102.8549,86.2067,9.85351,1.102339
4,0,0.228997,97.197,86.2251,9.683284,1.210307
4,0,0.155766,92.6722,85.5272,9.587632,1.277022
4,0,0.508989,88.7882,84.6802,9.450139,1.40235
4,0,0.876926,85.0063,84.1467,9.467179,1.494362
4,0,1.148758,81.3969,83.3259,9.540668,1.536715
4,0,1.323969,77.4533,82.1726,9.542336,1.591638
4,0,1.372876,73.9422,81.7083,9.553371,1.58375
4,0,1.311644,70.7423,80.5012,9.610836,1.562728
4,0,1.190419,67.6683,79.5954,9.731124,1.505842
4,0,1.080103,64.8879,79.0151,9.799762,1.438719
4,0,0.951827,63.1541,77.8489,9.833653,1.405974
4,0,0.751995,60.6603,77.4545,9.822989,1.373731
4,0,0.676664,59.1142,77.1248,9.875318,1.349297
4,0,0.526376,57.4496,77.0939,9.947893,1.314476
4,0,0.326858,55.945,77.7053,10.043181,1.311942
4,0,0.289391,54.8966,78.15,10.084301,1.354074
4,0,0.300666,54.0517,78.6082,10.11155,1.363149
4,0,0.328053,53.567,78.8643,10.159678,1.349152
4,0,0.448498,53.2976,78.8485,10.200487,1.329721
4,0,0.581482,53.2039,78.476,10.220697,1.302511
4,0,0.699416,53.3439,78.3702,10.24515,1.262846
4,0,0.88669,53.371,78.2116,10.28765,1.249761
4,0,1.019332,53.359,77.964,10.317324,1.245527
4,0,1.104467,53.3016,78.0379,10.314215,1.221573
4,0,1.151821,53.462,78.0368,10.340675,1.216596
4,0,1.199426,53.7276,77.4321,10.298544,1.224133
4,0,1.222053,54.1334,77.1039,10.321004,1.188444
4,0,1.271186,54.4501,77.0463,10.308759,1.203985
4,0,1.410698,54.5222,76.8879,10.291492,1.236381
4,0,1.428618,54.6193,76.9505,10.27236,1.193046
4,0,1.335741,54.415,77.0312,10.242941,1.175531
4,0,1.354653,54.2806,77.0187,10.282677,1.162474
4,0,1.42464,54.2666,76.9233,10.277472,1.141924
4,0,1.421615,54.1164,76.9165,10.316733,1.117326
4,0,1.38126,53.9784,76.939,10.358848,1.112059
4,0,1.409588,53.9621,77.0401,10.405145,1.071006
4,0,1.487405,53.9824,76.9819,10.458013,1.057584
4,0,1.522257,53.8371,77.0669,10.481825,1.058879
4,0,1.537352,53.7557,77.228,10.534219,1.032303
4,0,1.475649,53.7304,77.4217,10.543386,0.973978
4,0,1.378566,53.7785,77.6236,10.564494,0.936073
4,0,1.267949,54.5501,77.7958,10.611516,0.872004
4,0,1.42464,56.4464,78.2486,10.781748,0.875139
4,0,1.575449,58.9902,78.3705,10.810208,0.889994
4,0,1.48464,62.1727,77.4673,10.797455,0.902656
4,0,1.361281,66.1177,77.4597,10.880882,0.889994
4,0,1.21273,70.633,79.2317,10.911451,0.916212
4,0,1.066245,75.075,79.7673,11.02148,0.920261
4,0,0.961034,80.5714,79.6817,11.115581,0.965908
4,0,0.987149,86.7433,81.4245,11.213205,1.03571
4,0,1.030026,92.7632,82.2019,11.297836,1.108005
4,0,0.838368,99.6942,82.5977,11.35841,1.106591
4,0,0.588839,106.3804,84.9879,11.46781,1.096465
4,0,0.378459,113.1653,86.5897,11.517739,1.085885
4,0,0.366908,120.4339,87.5996,11.568104,1.084803
4,0,0.44013,128.8314,88.5136,11.605205,1.098961
4,0,0.538503,142.5323,88.725,11.64537,1.118376
4,0,0.391671,146.7371,89.0748,11.62544,1.13746
4,0,0.35443,150.0874,89.2396,11.634977,1.112939
4,0,0.285305,153.0655,89.6042,11.724488,1.114696
4,0,0.25101,155.9531,89.2682,11.875971,1.107298
4,0,0.163129,158.7726,89.3061,11.949428,1.099673
4,0,0.223812,161.0567,88.6562,12.00615,1.084623
4,0,0.508989,163.778,87.5764,12.016325,1.063489
4,0,0.714911,165.3336,87.4004,11.962072,1.057769
4,0,0.779089,166.6214,87.3134,11.947085,1.072832
4,0,0.754851,167.3169,88.0524,11.950895,1.07829
4,0,0.65342,168.1897,88.0934,11.967838,1.115749
4,0,0.52749,168.8081,87.9492,12.015046,1.068628
4,0,0.432959,169.1757,87.8532,12.043557,1.017795
4,0,0.414959,169.8641,87.5121,12.090915,0.993275
4,0,0.408304,169.7524,88.1974,12.112889,0.977988
4,0,0.519641,169.4885,88.5168,12.062872,0.952033
4,0,0.612297,169.9352,87.9839,11.918363,0.939828
4,0,0.615485,169.4775,88.4885,11.832896,0.887793
4,0,0.533025,168.2791,89.505,11.825133,0.823532
4,0,0.478881,168.5441,89.1445,11.797605,0.805029
4,0,0.432054,169.2583,88.4272,11.797938,0.850648
4,0,0.406864,169.5319,88.047,11.839457,0.865245
4,0,0.469806,169.4197,88.0735,11.915254,0.868631
4,0,0.535954,169.4655,88.0557,11.958793,0.876926
4,0,0.584838,169.4094,88.1506,12.020671,0.881156
4,0,0.587841,169.0483,88.4339,12.03714,0.883374
4,0,0.556375,169.2712,88.2965,12.038204,0.860256
4,0,0.569583,169.1771,88.4243,12.03044,0.823532
4,0,0.458849,169.2329,88.5656,11.965268,0.823295
4,0,0.403483,169.2364,88.7328,11.940881,0.797949
4,0,0.347179,169.1169,89.003,11.880666,0.780845
4,0,0.33455,169.5942,88.8476,11.835245,0.717916
4,0,0.328649,170.602,88.6442,11.846046,0.753294
4,0,0.218503,172.7731,87.9032,11.983473,0.831336
4,0,0.260947,172.3393,89.7917,11.962188,0.866375
4,0,0.499285,173.3935,91.3729,11.616284,1.004052
4,0,0.446311,173.506,93.854,11.5398,1.147906
4,0,0.45284,172.6409,97.9161,10.872485,1.363723
4,0,0.916425,172.162,102.2556,10.456131,1.460855
4,0,1.258966,171.486,106.3021,9.648115,1.524441
4,0,1.386633,171.773,109.3501,8.995318,1.568478
4,0,1.519941,171.4294,112.9971,8.387802,1.549902
4,0,1.702953,171.3964,115.9982,7.71083,1.52007
4,0,1.84536,172.4105,117.4543,7.15574,1.442251
4,0,1.951239,171.9741,120.7934,6.73403,1.370593
4,0,2.055094,170.8351,125.7528,6.061909,1.282527
4,0,2.081119,172.0313,127.9212,5.121778,1.179022
4,0,2.105056,171.3724,131.1716,4.584924,1.064408
4,0,2.21576,171.4259,133.376,3.911113,0.999951
4,0,2.357421,171.5349,135.4643,3.366622,0.883595
4,0,2.385483,171.2972,137.7373,2.94869,0.791794
4,0,2.514427,172.0047,138.6594,2.447686,0.714364
4,0,2.556654,172.9587,139.9472,2.065259,0.672603
4,0,2.274774,172.4606,142.6422,1.92793,0.650719
4,0,2.201404,172.2876,144.4098,1.575449,0.624323
4,0,2.210897,172.2854,146.772,1.370165,0.545005
4,0,2.155313,171.6279,150.2574,1.285575,0.464781
4,0,2.124859,171.723,152.0982,1.029266,0.424746
4,0,2.099004,171.7136,154.7961,0.760018,0.378459
4,0,2.084126,171.0566,157.8721,0.620866,0.246288
4,0,2.168079,171.8719,159.557,0.35443,0.228141
4,0,2.290722,171.5537,162.1929,0.128204,0.237388
4,0,2.533891,170.5078,165.4301,0.190774,0.201741
4,0,2.627411,170.7697,167.4362,0.30901,0.110143
4,0,2.590952,170.0937,170.4173,0.445433,0.148038
4,0,2.824315,169.2341,173.1006,0.701371,0.231547
4,0,3.043368,169.2075,174.7682,0.914288,0.286674
4,0,3.199288,169.7077,175.9947,1.06312,0.346615
4,0,3.228042,169.379,177.6491,1.125005,0.448934
4,0,3.330372,168.4387,178.2835,1.100029,0.507834
4,0,3.607932,167.7188,177.6157,1.109946,0.529341
4,0,3.81141,167.5297,177.376,1.148418,0.545005
4,0,3.632702,168.7632,178.5265,1.111707,0.616755
4,0,3.534519,167.6379,179.1558,1.009494,0.656408
4,1,0.027976,170.482,171.2177,0.019782,0
4,1,0.034264,170.4989,171.26,0.019782,0.065611
4,1,0.138476,170.1165,171.7052,0.019782,0.189746
4,1,0.267611,169.3647,172.2387,0.019782,0.260196
4,1,0.314658,168.1396,172.0039,0.048457,0.33862
4,1,0.360452,166.9308,171.5198,0.019782,0.459701
4,1,0.405901,167.5598,171.1153,0,0.558131
4,1,0.471884,168.2659,170.9005,0.161925,0.59479
4,1,0.525632,167.9362,170.2003,0.316518,0.781346
4,1,0.741777,168.1343,169.4114,0.526747,0.963474
4,1,0.965706,168.3824,169.2375,0.739134,1.049971
4,1,1.255386,168.6171,168.4966,0.899181,1.15233
4,1,1.850549,169.0381,167.5312,1.095751,1.222053
4,1,2.270641,168.516,167.379,1.279013,1.496063
4,1,2.21523,168.313,166.6857,1.358259,1.970601
4,1,2.178435,168.8923,164.7139,1.421064,1.916834
4,1,2.415894,168.3674,163.6602,1.597652,1.977145
4,1,2.393592,167.3935,162.92,1.784106,2.18767
4,1,2.278127,166.6754,161.9973,1.930162,2.299591
4,1,2.355345,166.6229,159.2378,2.105335,2.641528
4,1,2.393428,166.8248,156.872,2.63329,2.836349
4,1,2.225455,166.1035,154.7365,3.118662,2.889747
4,1,1.995373,165.7546,151.8824,3.62196,2.933982
4,1,1.952943,166.5883,147.7679,4.212962,3.03422
4,1,1.797547,167.2166,143.4238,4.942565,3.049986
4,1,1.556831,167.9996,138.8233,5.58595,3.087687
4,1,1.506881,168.7743,134.2957,6.331313,3.084896
4,1,1.457771,169.7177,129.6913,7.099095,3.020382
4,1,1.371164,170.6925,125.2693,7.784219,3.06075
4,1,1.383101,171.9494,120.8248,8.437197,3.047931
4,1,1.415407,172.6987,117.1906,8.999336,3.048252
4,1,1.495802,173.2491,114.0587,9.45962,3.118724
4,1,1.530974,173.4045,111.8477,9.920476,3.236461
4,1,1.569974,173.0443,110.2281,10.345696,3.249079
4,1,1.747869,172.6885,109.0385,10.736617,3.316174
4,1,2.023617,172.3771,108.0086,11.002975,3.418618
4,1,2.153042,171.7533,107.1484,11.24796,3.492726
4,1,2.324816,171.5678,106.1932,11.394871,3.52509
4,1,2.524682,171.6649,105.4032,11.51555,3.607389
4,1,2.57876,172.4091,104.3036,11.641224,3.697664
4,1,2.719877,172.4985,103.9014,11.803667,3.789564
4,1,2.845375,172.4548,103.972,11.892355,3.962744
4,1,2.617559,171.9021,104.9173,11.996543,4.398503
4,1,2.29925,171.3744,105.7517,12.254608,4.85934
4,1,2.403873,170.5066,106.5976,12.807602,5.221458
4,1,2.747374,169.3705,107.9059,13.526616,5.715563
4,1,3.247692,168.5349,108.5644,14.070324,6.200425
4,1,3.862394,168.4036,108.1541,14.676105,6.689088
4,1,4.377614,168.1196,107.8224,15.272824,6.951329
4,1,5.180696,166.9072,107.3083,15.573262,7.397143
4,1,5.764596,165.9793,106.4239,15.859432,7.850279
4,1,6.007531,164.9938,105.9397,16.089226,8.208917
4,1,6.039911,163.8194,105.182,16.378199,8.554142
4,1,6.043058,163.1991,104.5443,16.679068,8.884381
4,1,6.081378,162.044,104.4353,16.962036,9.215693
4,1,6.332397,160.5355,103.6292,17.243248,9.572715
4,1,6.657525,159.576,103.1392,17.642256,9.845963
4,1,7.081831,158.9652,102.4019,17.786146,10.072377
4,1,7.533092,157.9295,101.2443,17.905264,10.283403
4,1,7.727687,157.633,99.8566,17.940498,10.358943
4,1,7.89001,157.0001,98.9679,17.970474,10.448847
4,1,8.16616,152.5932,98.1688,17.957087,10.459744
4,1,8.195919,149.7654,97.3322,17.965504,10.517993
4,1,8.179876,147.0245,95.7546,17.843323,10.615336
4,1,8.343602,145.287,95.0135,17.910261,10.750394
4,1,8.579155,143.2558,94.0958,17.940498,10.850665
4,1,8.45712,141.4465,92.5932,17.938114,10.855798
4,1,8.352753,140.6254,92.3308,18.065239,11.147404
4,1,8.561188,139.1792,92.4991,18.322676,11.595422
4,1,8.620766,137.3034,91.8457,18.657232,11.815248
4,1,8.963044,135.4467,91.3954,18.949715,12.293724
4,1,9.446519,133.1279,91.3729,19.355453,13.03207
4,1,9.858337,130.8993,91.2867,19.878496,13.551095
4,1,10.54725,128.5625,90.7814,20.351175,14.017873
4,1,11.107199,125.8009,90.1235,20.761856,14.340195
4,1,11.392831,123.3125,88.4958,20.971264,14.467967
4,1,11.827633,121.0902,87.208,21.262297,14.639112
4,1,12.040481,118.5754,85.9194,21.488018,14.638803
4,1,12.217337,117.3469,85.2505,21.59341,14.596148
4,1,13.01047,115.455,85.187,21.644632,14.672196
4,1,13.452257,113.1258,83.7993,21.786415,14.535367
4,1,13.662508,111.0754,83.3437,21.94389,14.447654
4,1,14.638896,109.2521,82.9892,22.044516,14.599915
4,1,14.949448,107.2071,81.8617,22.078331,14.486764
4,1,15.264382,104.6798,80.9301,22.033266,14.50112
4,1,15.604867,102.315,80.2446,22.026638,14.69222
4,1,15.292738,99.6537,79.2028,22.035934,14.475019
4,1,15.670812,97.4825,78.2518,21.945608,14.42519
4,1,16.319794,95.5773,76.9681,21.843962,14.581966
4,1,16.278116,93.1543,75.3669,21.796314,14.608542
4,1,16.530127,91.1841,75.1571,21.875101,14.582224
4,1,17.051172,89.17,74.9837,21.998182,14.81909
4,1,16.871231,87.0888,74.054,22.006796,14.765063
4,1,17.069542,84.9515,74.0744,22.049637,14.780626
4,1,17.332827,82.9157,74.0056,22.152452,15.006494
4,1,17.262247,80.8479,72.5222,22.364641,14.968355
4,1,17.581892,78.5168,71.3271,22.458086,15.045326
4,1,18.211601,76.8316,70.5342,22.736069,15.314192
4,1,18.215643,75.032,68.9061,22.879333,15.290627
4,1,18.354567,73.0199,68.2666,22.998747,15.387324
4,1,18.823967,71.1715,67.5696,23.216717,15.626372
4,1,18.915749,69.2448,66.8467,23.368589,15.678256
4,1,19.166901,67.3633,66.6177,23.455853,15.828297
4,1,19.673637,65.6401,66.6344,23.689453,15.978663
4,1,19.646954,63.6164,66.3576,23.794607,15.995081
4,1,20.240778,61.8141,66.4681,23.945553,16.11235
4,1,20.587221,59.9489,65.8116,24.117834,16.181696
4,1,20.656204,57.9509,65.721,24.196993,16.19326
4,1,21.133944,56.0985,65.5394,24.200157,16.355522
4,1,21.16968,54.5115,65.0633,24.374966,16.571079
4,1,20.84906,53.4721,64.9719,24.498926,16.523235
4,1,21.418705,53.0598,65.2413,24.517441,16.710369
4,1,21.515121,52.5766,64.9445,24.631012,16.747646
4,1,21.539032,52.0603,64.788,24.658382,16.589523
4,1,22.10322,51.3577,64.9007,24.617323,16.734688
4,1,22.417526,50.5263,64.5392,24.710817,16.774576
4,1,22.250008,49.4316,64.2126,24.645855,16.738852
4,1,22.599379,49.0756,64.4723,24.631029,16.787563
4,1,22.466908,48.9103,64.7524,24.830877,16.91894
4,1,22.10343,49.0122,65.1355,24.912783,16.836966
4,1,22.682859,49.3654,65.2728,24.906425,16.896746
4,1,22.70834,49.4081,64.9421,24.970322,17.007257
4,1,22.29912,49.1923,65.1526,24.994944,16.786949
4,1,22.606194,49.4091,65.1218,25.060961,17.239824
4,1,22.565407,50.12,65.5586,25.184023,17.261385
4,1,21.947599,51.0005,66.3573,25.118624,16.985666
4,1,21.70455,52.8197,66.8231,24.995138,16.681625
4,1,20.888481,55.0654,68.2516,24.82769,16.358711
4,1,19.725904,56.9402,69.5811,24.547472,15.997832
4,1,19.621828,59.9025,71.0432,24.345333,15.856644
4,1,19.603882,63.5084,72.695,24.22275,15.890642
4,1,19.351889,66.8761,72.9721,24.084297,15.775586
4,1,19.401545,70.6764,73.9524,24.060997,15.731071
4,1,19.529339,74.8097,74.9845,24.126047,15.746746
