personNum,Stage,Angle1,Angle2,Angle3,Angle4,Angle5
1,1,10.120125,103.2245,90.8069,13.090657,13.918739
1,1,9.951096,99.9989,89.5004,13.634184,14.160938
1,1,10.065834,97.2676,88.5189,14.246937,14.341808
1,1,10.232699,94.3142,87.4059,14.669783,14.54278
1,1,10.463374,91.2925,86.2635,15.092523,14.746078
1,1,10.683804,88.2729,85.4221,15.451214,14.945292
1,1,10.859261,85.375,84.6482,15.704421,15.0862
1,1,11.039471,82.0027,83.5348,15.851381,15.214128
1,1,11.127514,78.8734,82.5355,15.938295,15.319946
1,1,11.133759,75.9959,81.8517,15.996222,15.363161
1,1,11.077519,72.7881,81.2158,16.001648,15.400035
1,1,10.994204,70.0746,81.0845,16.038971,15.416513
1,1,10.893919,67.7923,81.055,16.068792,15.426068
1,1,10.808787,65.8623,80.906,16.118145,15.430652
1,1,10.810936,64.6815,80.6023,16.145594,15.444546
1,1,10.895636,63.7318,80.1018,16.176535,15.465652
1,1,11.008485,62.7289,79.3259,16.200544,15.499722
1,1,11.174521,61.7543,78.8479,16.226524,15.560066
1,1,11.280339,60.8435,78.3405,16.31245,15.607825
1,1,11.380359,60.1463,77.8317,16.395555,15.636194
1,1,11.480102,59.5306,77.647,16.447525,15.68163
1,1,11.566827,59.2765,77.8161,16.480652,15.746507
1,1,11.688704,59.7058,78.1975,16.50852,15.739672
1,1,11.740862,60.4115,78.7399,16.484802,15.748444
1,1,11.69467,61.3461,79.2444,16.48905,15.771832
1,1,11.640869,62.8556,80.0699,16.510214,15.682136
1,1,11.557591,64.9462,80.8935,16.46327,15.520257
1,1,11.431441,67.8937,80.7049,16.360699,15.312783
1,1,11.22793,71.8086,80.6064,16.239046,15.015644
1,1,10.948752,76.1154,81.6663,15.968177,14.655792
1,1,10.606768,80.7982,82.8353,15.561353,14.280037
1,1,10.144391,84.5222,82.8856,15.124558,13.8834
1,1,9.509918,89.0815,83.1049,14.769163,13.340587
1,1,8.958659,93.5253,83.2051,14.346537,12.780861
1,1,8.331992,97.7792,83.5627,13.844392,12.141906
1,1,7.636481,102.1444,84.4297,13.322547,11.453922
1,1,7.007483,106.3954,84.9291,12.812222,10.787552
1,1,6.483466,110.6125,85.3413,12.263615,10.131742
1,1,6.226173,112.7206,85.293,11.822433,9.724677
1,1,5.822583,116.6241,85.4987,11.556057,9.014846
1,1,5.398661,121.7879,86.6797,11.093948,8.109997
1,1,5.168011,124.9176,88.1261,10.504663,7.482963
1,1,4.969998,128.5036,90.5714,10.064192,6.875206
1,1,4.764235,131.9088,93.2625,9.499701,6.315189
1,1,4.577998,135.4225,95.5302,8.963416,5.762555
1,1,4.386866,139.3701,98.2508,8.394448,5.240674
1,1,4.173637,142.6872,100.3943,7.756662,4.776432
1,1,3.928648,145.6543,102.4059,7.199308,4.354286
1,1,3.709876,148.8693,104.8391,6.61761,3.956413
1,1,3.471923,152.0112,107.2721,5.989067,3.588342
1,1,3.132316,154.539,109.603,5.361071,3.23513
1,1,2.845306,156.9356,111.9914,4.773067,2.900295
1,1,2.562542,159.7737,114.8038,4.215054,2.575418
1,1,2.286361,162.5617,117.6553,3.605652,2.281561
1,1,2.060705,164.9342,120.294,3.130003,1.997236
1,1,1.78991,167.5676,123.4621,2.695443,1.695583
1,1,1.539895,169.9427,126.2993,2.097698,1.465002
1,1,1.334129,171.9959,128.5583,1.670584,1.253826
1,1,1.066795,174.5634,131.5187,1.370879,1.045114
1,1,0.843951,176.8132,134.3095,0.92535,0.90374
1,1,0.797213,177.8019,136.7863,0.539592,0.771517
1,1,0.974781,176.873,138.9884,0.207479,0.685855
1,1,1.112235,175.7505,140.7342,0.052339,0.600683
1,1,1.189268,173.7359,142.1525,0.339773,0.556023
1,1,1.264549,171.4647,143.5173,0.623382,0.566137
1,1,1.311346,168.7797,145.5369,0.814934,0.647705
1,1,1.402908,166.9277,147.0105,1.097001,0.723617
1,1,1.561225,166.6875,147.274,1.333542,0.741513
1,1,1.766357,167.1023,147.3092,1.469936,0.747558
1,1,1.954946,167.1938,147.5982,1.527903,0.767958
1,1,2.156675,166.4079,148.6293,1.450369,0.788327
1,1,2.338749,165.1197,150.8987,1.335888,0.803326
1,1,2.529329,164.6485,152.9675,1.353207,0.807698
1,1,2.665576,164.4367,154.7371,1.342026,0.813732
1,1,2.715412,164.4494,156.5484,1.348427,0.819961
1,1,2.731081,166.9051,155.817,1.338083,0.842094
1,1,2.685621,171.0188,152.3634,1.29528,0.866149
1,1,2.575039,172.1523,151.2536,1.293163,0.859118
1,1,2.442964,170.5436,152.3525,1.288919,0.845804
1,1,2.342095,168.2554,153.4044,1.331486,0.811083
1,1,2.304097,166.2943,153.796,1.38889,0.762075
1,1,2.351769,165.1791,153.4992,1.437494,0.73382
1,2,0.019782,164.9818,159.9036,0,0
1,2,0.81277,164.9209,159.1372,0,0.25793
1,2,0.770756,164.9266,159.0836,0.383595,0.255644
1,2,0.722534,164.8847,159.0972,0.342641,0.231547
1,2,0.66998,164.8451,159.1607,0.254109,0.20463
1,2,0.587841,164.8583,159.2057,0.218503,0.182384
1,2,0.478881,164.8867,159.2622,0.192814,0.165511
1,2,0.364769,164.8967,159.3693,0.16902,0.144018
1,2,0.212142,164.8588,159.5754,0.15949,0.096913
1,2,0,164.9776,159.8952,0.096913,0
1,2,0.30901,165.2642,160.4549,0.019782,0.151951
1,2,0.732486,165.5496,161.1351,0.090654,0.338041
1,2,1.34392,165.8277,161.9228,0.142653,0.585506
1,2,2.053475,165.9519,162.5878,0.17132,0.82472
1,2,2.893944,165.7271,163.1058,0.14671,1.131423
1,2,3.717732,164.8309,163.3492,0.090654,1.499069
1,2,4.538679,163.2387,163.2421,0,1.936236
1,2,5.466369,161.0892,162.0642,0.129722,2.434295
1,2,6.405268,158.4889,159.9344,0.268341,2.940447
1,2,7.419947,155.4792,157.5439,0.401051,3.485263
1,2,8.748441,151.7769,154.7179,0.526747,4.178327
1,2,10.099523,148.2109,151.7831,0.666466,4.879858
1,2,11.647349,144.3311,148.1274,0.827798,5.65475
1,2,13.252816,140.3052,144.1006,1.064592,6.522575
1,2,14.720146,135.8626,139.6483,1.367592,7.577404
1,2,15.76053,131.2475,134.7719,1.74798,8.708788
1,2,16.825502,126.2069,129.0633,2.135242,9.881747
1,2,18.156181,121.5263,123.9327,2.449285,11.062704
1,2,19.599758,117.4222,119.9392,2.76102,12.264546
1,2,20.888281,113.7558,116.4143,3.076507,13.267228
1,2,22.402475,109.6118,111.9668,3.346909,14.407549
1,2,23.86582,105.7237,107.6231,3.71262,15.59688
1,2,24.948494,102.0797,103.8136,4.088925,16.742907
1,2,25.934357,98.8872,100.4468,4.412374,17.729971
1,2,26.992649,96.0681,97.2093,4.677301,18.63588
1,2,28.146669,93.369,93.9739,4.957684,19.551485
1,2,29.374763,90.3821,90.5187,5.275332,20.537371
1,2,30.821079,87.3697,86.8631,5.617264,21.460861
1,2,32.259777,84.5613,83.1283,5.985629,22.369854
1,2,33.437698,81.9733,79.4699,6.355669,23.193853
1,2,34.95866,79.3663,75.5703,6.576916,24.000214
1,2,36.393036,77.2448,72.3406,6.761496,24.72101
1,2,37.802357,75.4455,69.5771,6.957675,25.338793
1,2,39.172874,73.7492,67.042,7.136798,25.910248
1,2,40.73806,72.0001,64.3363,7.270518,26.464739
1,2,42.36306,70.7265,61.794,7.382646,26.954964
1,2,43.786514,69.8225,59.5941,7.437327,27.404922
1,2,45.103897,69.2074,58.0444,7.47811,27.700565
1,2,46.119629,68.8324,56.968,7.554891,27.969456
1,2,46.814072,68.5243,56.294,7.638512,28.187172
1,2,47.374802,68.1853,55.6916,7.710804,28.386433
1,2,47.792683,68.1785,55.3098,7.761392,28.571978
1,2,47.997219,68.5054,55.1916,7.820695,28.698574
1,2,48.158649,68.6391,55.364,7.8807,28.759336
1,2,48.207401,68.7363,55.8466,7.911005,28.747231
1,2,48.051651,68.7791,56.0873,7.962473,28.65712
1,2,47.618408,69.0691,56.8204,7.991241,28.431225
1,2,46.968761,69.9148,58.5145,7.943888,28.094879
1,2,46.100132,71.1716,60.5564,7.88685,27.660078
1,2,44.662212,73.1317,63.4563,7.758711,26.89743
1,2,43.198891,75.382,66.6961,7.514052,26.061365
1,2,41.704689,77.8494,69.9765,7.181465,25.222469
1,2,39.811024,81.0319,74.0184,6.739561,24.135471
1,2,38.056553,84.5136,78.1581,6.266788,23.067404
1,2,36.359989,87.9657,82.2478,5.81588,22.064253
1,2,34.380138,92.1306,87.09,5.372719,20.867092
1,2,32.87952,95.7598,91.0697,4.875922,19.892483
1,2,31.210493,100.1014,95.7574,4.567031,18.821289
1,2,29.662718,104.455,100.282,4.14907,17.815248
1,2,28.369102,108.6474,104.397,3.732136,16.841965
1,2,27.21542,112.9307,108.87,3.429825,15.945085
1,2,26.139509,117.5512,114.0921,3.156039,15.153066
1,2,25.051735,123.0693,120.3907,2.839039,14.329258
1,2,24.119665,127.9458,125.6109,2.500924,13.612552
1,2,23.155434,133.166,130.1929,2.212401,12.821044
1,2,22.299541,138.4379,133.7241,1.962341,12.103185
1,2,21.634056,143.1308,136.275,1.702264,11.513001
1,2,20.956352,148.0633,139.3194,1.499591,10.833381
1,2,20.358667,152.2814,142.2723,1.359843,10.212437
1,2,19.744545,155.7305,144.7015,1.271494,9.656141
1,2,18.922375,158.8433,147.0777,1.225411,9.053949
1,2,18.110338,161.4538,148.9507,1.209822,8.530899
1,2,17.423512,163.6588,150.6239,1.185147,8.088157
1,2,16.639221,165.9605,152.8248,1.127091,7.59595
1,2,15.86734,167.8464,154.699,1.066428,7.119955
1,2,15.142989,169.2339,155.8887,1.007165,6.646204
1,2,14.534837,170.2019,156.2033,0.966313,6.232059
1,2,13.886872,171.0638,155.6786,0.94066,5.844389
1,2,13.260665,171.5445,154.6847,0.89219,5.496044
1,2,12.688262,171.4833,153.725,0.855466,5.123423
1,2,12.240038,170.8445,153.5233,0.843719,4.799549
2,0,0.019782,163.0062,156.8289,0.019782,0.027976
2,0,0,163.0071,156.8489,0.019782,0.027976
2,0,0.13988,162.902,157.0718,0,0.062557
2,0,0.25641,162.7805,157.3136,0.019782,0.074019
2,0,0.35277,162.6634,157.6891,0.034264,0.081565
2,0,0.41871,162.6117,158.1241,0.034264,0.11014
2,0,0.50241,162.6856,158.3747,0.065611,0.14804
2,0,0.57232,162.5889,158.3794,0.13122,0.18131
2,0,0.61517,162.5597,158.7086,0.096913,0.21398
2,0,0.63735,163.1771,159.508,0.019782,0.24945
2,0,0.63674,163.9623,159.9542,0.074019,0.27766
2,0,0.69858,164.6603,159.1958,0.092787,0.28736
2,0,0.84996,165.4944,157.7036,0.079129,0.31652
2,0,1.0072,166.2905,156.0635,0.039565,0.36154
2,0,1.1717,166.5557,154.4517,0.071326,0.45154
2,0,1.2808,166.4532,152.9221,0.18345,0.55708
2,0,1.3733,166.6217,151.0245,0.28736,0.66852
2,0,1.4631,167.268,148.7701,0.32385,0.75043
2,0,1.6129,168.056,145.8694,0.36744,0.84325
2,0,1.803,168.5439,143.074,0.48739,0.92704
2,0,1.9944,168.7765,140.4807,0.62807,0.94087
2,0,2.2477,169.4198,137.0708,0.70942,1.0031
2,0,2.5262,170.4289,133.3882,0.78932,1.0943
2,0,2.7204,171.4382,129.9225,0.9547,1.1503
2,0,2.8417,172.4903,126.4355,1.1052,1.166
2,0,2.9164,173.2262,122.8606,1.2689,1.1873
2,0,2.965,173.6077,119.6119,1.4615,1.2182
2,0,3.0164,173.6498,116.7206,1.6507,1.2709
2,0,3.1573,173.1646,113.5774,1.828,1.3275
2,0,3.229,172.2108,110.8964,1.9765,1.3467
2,0,3.2101,171.2988,107.7219,2.1777,1.3547
2,0,3.1989,169.922,104.5117,2.4615,1.3238
2,0,3.2396,168.1541,101.596,2.7457,1.2856
2,0,3.291,168.3756,99.0587,3.0373,1.2354
2,0,3.3119,168.8407,96.9601,3.3215,1.1665
2,0,3.2431,169.5473,95.0442,3.6086,1.1011
2,0,3.2223,169.984,93.2154,3.9712,1.0541
2,0,3.2469,170.3951,90.9838,4.3447,1.0009
2,0,3.2435,170.8044,89.2027,4.6846,0.95142
2,0,3.245,171.0401,88.0072,4.9139,0.89896
2,0,3.1811,170.9406,86.958,5.1443,0.87536
2,0,3.0838,170.9702,85.8,5.3431,0.87849
2,0,2.9588,171.1923,84.9023,5.4911,0.86705
2,0,2.8762,171.2392,84.674,5.5917,0.87178
2,0,2.8057,171.2913,84.2583,5.6622,0.87626
2,0,2.6963,171.4108,83.6972,5.6994,0.86343
2,0,2.5421,171.4097,83.493,5.7296,0.85088
2,0,2.4768,171.4138,83.3294,5.7332,0.83673
2,0,2.4406,171.9979,82.7072,5.7535,0.81565
2,0,2.4198,172.9607,82.5204,5.754,0.81613
2,0,2.4446,174.1501,82.5202,5.7628,0.77959
2,0,2.4583,176.2704,81.6896,5.742,0.72172
2,0,2.4908,174.6627,80.3837,5.6675,0.66205
2,0,2.5999,168.3724,79.4242,5.5634,0.60263
2,0,2.7002,162.5161,78.6528,5.4465,0.58983
2,0,2.7703,156.871,77.9167,5.3613,0.60523
2,0,2.8441,151.1747,77.1986,5.2814,0.64619
2,0,2.9181,144.857,76.1668,5.2062,0.71846
2,0,2.9689,138.8739,75.3161,5.1329,0.80939
2,0,3.0136,133.6418,74.7621,5.052,0.91514
2,0,3.0171,127.4533,73.5385,4.9636,1.0404
2,0,2.9958,122.1412,72.5421,4.8765,1.1428
2,0,2.9749,116.8546,71.7048,4.7962,1.2433
2,0,2.9723,111.6898,70.906,4.7188,1.3122
2,0,2.9742,106.3971,69.7252,4.6674,1.36
2,0,2.8361,101.3523,68.5024,4.6048,1.4552
2,0,2.2887,96.8211,67.8391,4.5349,1.5488
2,0,1.7849,92.9018,67.7044,4.5339,1.6605
2,0,1.7957,88.5079,67.8202,4.497,1.7093
2,0,1.9949,84.416,68.0208,4.4201,1.73
2,0,2.3776,80.8609,68.5969,4.3852,1.7273
2,0,2.8946,76.9091,69.3545,4.3689,1.7523
2,0,3.3398,73.3084,69.7686,4.2662,1.781
2,0,3.6881,70.5047,70.1123,4.1363,1.7947
2,0,3.8491,67.7761,70.4914,4.061,1.8217
2,0,4.0149,65.669,70.4735,4.0159,1.8498
2,0,4.1782,64.2889,70.5212,3.9451,1.8421
2,0,4.2505,63.1598,70.6069,3.9276,1.7996
2,0,4.4601,62.5172,70.2594,3.9503,1.7072
2,0,4.5918,62.1974,70.1173,3.9505,1.6182
2,0,4.8061,62.1499,69.946,3.9796,1.5486
2,0,5.0287,61.9955,69.733,3.9885,1.507
2,0,5.1756,61.7067,69.6259,3.9555,1.4473
2,0,5.3704,61.2234,69.3209,3.9524,1.4183
2,0,5.5036,60.9812,68.5183,3.9424,1.411
2,0,5.5562,60.8967,68.3743,3.8853,1.4115
2,0,5.617,60.9629,68.2861,3.831,1.4001
2,0,5.5883,61.4019,67.9062,3.8539,1.3837
2,0,5.5105,62.384,67.964,3.9833,1.3554
2,0,5.4447,64.3283,68.1591,4.1383,1.3231
2,0,5.398,67.378,68.0891,4.2735,1.2593
2,0,5.3129,71.5451,68.5841,4.4122,1.1652
2,0,5.2001,76.3198,69.3563,4.6709,1.0642
2,0,5.1628,80.9492,71.3782,4.898,0.9547
2,0,5.1017,86.6519,74.1055,5.0663,0.83345
2,0,4.9846,92.4425,74.8115,5.1825,0.73275
2,0,4.8638,97.7561,75.022,5.2328,0.66647
2,0,4.7357,103.9867,76.6518,5.2894,0.58013
2,0,4.556,110.7301,76.4937,5.3972,0.51052
2,0,4.3368,117.3833,74.9343,5.4871,0.47806
2,0,4.1882,123.5024,72.4485,5.6064,0.43024
2,0,3.9884,129.7189,70.5562,5.7572,0.40154
2,0,3.7245,135.2493,71.0319,5.8499,0.43701
2,0,3.5789,140.5101,73.9882,5.8689,0.47847
2,0,3.4864,146.014,76.966,5.8843,0.51052
2,0,3.3588,150.7693,78.4769,5.8979,0.52971
2,0,3.2909,155.283,79.7065,5.8068,0.52377
2,0,3.3078,159.1058,80.8945,5.7388,0.51624
2,0,3.3557,163.215,82.6224,5.6353,0.56786
2,0,3.4082,166.965,84.1775,5.5047,0.65402
2,0,3.4166,170.0598,85.3777,5.3917,0.7171
2,0,3.3853,172.8564,86.7402,5.2672,0.7564
2,0,3.4035,174.8666,87.8885,5.1424,0.80479
2,0,3.4607,175.4169,88.5473,5.0061,0.89131
2,0,3.4987,175.4467,89.3158,4.837,0.99189
2,0,3.5004,175.1283,89.9508,4.6341,1.088
2,0,3.5037,174.5518,90.5583,4.3861,1.2485
2,0,3.5003,174.1362,91.3843,4.0366,1.3942
2,0,3.4555,173.7829,92.7754,3.7101,1.4318
2,0,3.3692,172.9193,94.7034,3.4229,1.3969
2,0,3.2226,171.9223,96.9857,3.1726,1.2701
2,0,3.0334,171.1297,99.3975,2.9981,1.1588
2,0,2.8773,170.3551,101.7179,2.7946,1.0879
2,0,2.7294,170.1559,105.0136,2.6162,1.0007
2,0,2.543,170.2462,109.4308,2.4252,0.93146
2,0,2.4098,169.797,112.7762,2.1691,0.91685
2,0,2.3279,169.3558,116.5479,2.041,0.85729
2,0,2.2226,169.0271,120.2189,1.9979,0.82306
2,0,2.1182,169.0994,124.2861,1.8538,0.83883
2,0,2.1142,169.4692,128.2532,1.5461,0.90222
